Bloc	Knesset	Locality	Party	Station	Votes
Micro	14	310	56	60	1
Secular Centre	14	310	57	60	2
Arab-Israeli	14	310	58	60	1
Micro	14	310	59	60	0
Right	14	310	60	60	11
Micro	14	310	61	60	0
Sectoral	14	310	62	60	25
Right	14	310	63	60	121
Left	14	310	64	60	12
Micro	14	310	65	60	0
Arab-Israeli	14	310	66	60	0
Micro	14	310	67	60	1
Micro	14	310	68	60	0
Micro	14	310	69	60	2
Orthodox	14	310	70	60	91
Micro	14	310	71	60	2
Left	14	310	52	70	67
Orthodox	14	310	53	70	76
Orthodox	14	310	54	70	16
Micro	14	310	55	70	0
Micro	14	310	56	70	2
Secular Centre	14	310	57	70	10
Arab-Israeli	14	310	58	70	0
Micro	14	310	59	70	2
Right	14	310	60	70	14
Micro	14	310	61	70	1
Sectoral	14	310	62	70	78
Right	14	310	63	70	212
Left	14	310	64	70	19
Micro	14	310	65	70	4
Arab-Israeli	14	310	66	70	1
Micro	14	310	67	70	1
Micro	14	310	68	70	0
Micro	14	310	69	70	7
Orthodox	14	310	70	70	145
Micro	14	310	71	70	3
Left	14	310	52	80	65
Orthodox	14	310	53	80	67
Orthodox	14	310	54	80	13
Micro	14	310	55	80	0
Micro	14	310	56	80	1
Secular Centre	14	310	57	80	4
Arab-Israeli	14	310	58	80	1
Micro	14	310	59	80	1
Right	14	310	60	80	6
Micro	14	310	61	80	1
Sectoral	14	310	62	80	32
Right	14	310	63	80	147
Left	14	310	64	80	13
Micro	14	310	65	80	2
Arab-Israeli	14	310	66	80	2
Micro	14	310	67	80	1
Micro	14	310	68	80	1
Micro	14	310	69	80	5
Orthodox	14	310	70	80	183
Micro	14	310	71	80	0
Left	14	310	52	90	83
Orthodox	14	310	53	90	48
Orthodox	14	310	54	90	12
Micro	14	310	55	90	0
Micro	14	310	56	90	1
Secular Centre	14	310	57	90	9
Arab-Israeli	14	310	58	90	0
Micro	14	310	59	90	0
Right	14	310	60	90	5
Micro	14	310	61	90	0
Sectoral	14	310	62	90	55
Right	14	310	63	90	121
Left	14	310	64	90	14
Micro	14	310	65	90	5
Arab-Israeli	14	310	66	90	3
Micro	14	310	67	90	0
Micro	14	310	68	90	0
Micro	14	310	69	90	8
Orthodox	14	310	70	90	120
Micro	14	310	71	90	2
Left	14	310	52	110	36
Orthodox	14	310	53	110	42
Orthodox	14	310	54	110	182
Micro	14	310	55	110	1
Micro	14	310	56	110	1
Secular Centre	14	310	57	110	4
Arab-Israeli	14	310	58	110	0
Micro	14	310	59	110	0
Right	14	310	60	110	14
Micro	14	310	61	110	0
Sectoral	14	310	62	110	44
Right	14	310	63	110	105
Left	14	310	64	110	7
Micro	14	310	65	110	0
Arab-Israeli	14	310	66	110	0
Micro	14	310	67	110	0
Micro	14	310	68	110	0
Micro	14	310	69	110	8
Orthodox	14	310	70	110	202
Micro	14	310	71	110	31
Left	14	310	52	120	49
Orthodox	14	310	53	120	49
Orthodox	14	310	54	120	232
Micro	14	310	55	120	0
Micro	14	310	56	120	0
Secular Centre	14	310	57	120	4
Arab-Israeli	14	310	58	120	0
Micro	14	310	59	120	0
Right	14	310	60	120	8
Micro	14	310	61	120	1
Sectoral	14	310	62	120	31
Right	14	310	63	120	105
Left	14	310	64	120	7
Micro	14	310	65	120	1
Arab-Israeli	14	310	66	120	0
Micro	14	310	67	120	1
Micro	14	310	68	120	0
Micro	14	310	69	120	6
Orthodox	14	310	70	120	487
Micro	14	310	71	120	53
Left	14	310	52	130	72
Orthodox	14	310	53	130	90
Orthodox	14	310	54	130	47
Micro	14	310	55	130	0
Micro	14	310	56	130	5
Secular Centre	14	310	57	130	10
Arab-Israeli	14	310	58	130	0
Micro	14	310	59	130	0
Right	14	310	60	130	12
Micro	14	310	61	130	1
Sectoral	14	310	62	130	135
Right	14	310	63	130	248
Left	14	310	64	130	16
Micro	14	310	65	130	0
Arab-Israeli	14	310	66	130	0
Micro	14	310	67	130	1
Micro	14	310	68	130	0
Micro	14	310	69	130	14
Orthodox	14	310	70	130	145
Micro	14	310	71	130	3
Left	14	310	52	140	84
Orthodox	14	310	53	140	73
Orthodox	14	310	54	140	44
Micro	14	310	55	140	0
Micro	14	310	56	140	0
Secular Centre	14	310	57	140	5
Arab-Israeli	14	310	58	140	0
Micro	14	310	59	140	0
Right	14	310	60	140	7
Micro	14	310	61	140	0
Sectoral	14	310	62	140	10
Right	14	310	63	140	118
Left	14	310	64	140	19
Micro	14	310	65	140	0
Arab-Israeli	14	310	66	140	0
Micro	14	310	67	140	0
Micro	14	310	68	140	0
Micro	14	310	69	140	1
Orthodox	14	310	70	140	134
Micro	14	310	71	140	8
Left	14	310	52	160	100
Orthodox	14	310	53	160	77
Orthodox	14	310	54	160	39
Micro	14	310	55	160	2
Micro	14	310	56	160	1
Secular Centre	14	310	57	160	7
Arab-Israeli	14	310	58	160	3
Micro	14	310	59	160	1
Right	14	310	60	160	10
Micro	14	310	61	160	2
Sectoral	14	310	62	160	163
Right	14	310	63	160	218
Left	14	310	64	160	23
Micro	14	310	65	160	2
Arab-Israeli	14	310	66	160	2
Micro	14	310	67	160	2
Micro	14	310	68	160	0
Micro	14	310	69	160	26
Orthodox	14	310	70	160	135
Micro	14	310	71	160	8
Left	14	310	52	170	95
Orthodox	14	310	53	170	63
Orthodox	14	310	54	170	38
Micro	14	310	55	170	1
Micro	14	310	56	170	9
Secular Centre	14	310	57	170	6
Arab-Israeli	14	310	58	170	2
Micro	14	310	59	170	1
Right	14	310	60	170	15
Micro	14	310	61	170	1
Sectoral	14	310	62	170	321
Right	14	310	63	170	208
Left	14	310	64	170	40
Micro	14	310	65	170	3
Arab-Israeli	14	310	66	170	2
Micro	14	310	67	170	1
Micro	14	310	68	170	1
Micro	14	310	69	170	89
Orthodox	14	310	70	170	121
Micro	14	310	71	170	4
Left	14	310	52	200	141
Orthodox	14	310	53	200	49
Orthodox	14	310	54	200	43
Micro	14	310	55	200	0
Micro	14	310	56	200	5
Secular Centre	14	310	57	200	4
Arab-Israeli	14	310	58	200	1
Micro	14	310	59	200	1
Right	14	310	60	200	14
Micro	14	310	61	200	2
Sectoral	14	310	62	200	260
Right	14	310	63	200	143
Left	14	310	64	200	27
Micro	14	310	65	200	0
Arab-Israeli	14	310	66	200	1
Micro	14	310	67	200	2
Micro	14	310	68	200	2
Micro	14	310	69	200	67
Orthodox	14	310	70	200	89
Micro	14	310	71	200	3
Left	14	320	52	10	9
Orthodox	14	320	53	10	17
Orthodox	14	320	54	10	2
Micro	14	320	55	10	0
Micro	14	320	56	10	0
Secular Centre	14	320	57	10	0
Arab-Israeli	14	320	58	10	0
Micro	14	320	59	10	0
Right	14	320	60	10	4
Micro	14	320	61	10	0
Sectoral	14	320	62	10	0
Right	14	320	63	10	60
Left	14	320	64	10	1
Micro	14	320	65	10	0
Arab-Israeli	14	320	66	10	0
Micro	14	320	67	10	0
Micro	14	320	68	10	0
Micro	14	320	69	10	0
Orthodox	14	320	70	10	209
Micro	14	320	71	10	5
Left	14	330	52	10	71
Orthodox	14	330	53	10	12
Orthodox	14	330	54	10	0
Micro	14	330	55	10	0
Micro	14	330	56	10	1
Secular Centre	14	330	57	10	6
Arab-Israeli	14	330	58	10	0
Micro	14	330	59	10	0
Right	14	330	60	10	5
Micro	14	330	61	10	0
Sectoral	14	330	62	10	0
Right	14	330	63	10	43
Left	14	330	64	10	10
Micro	14	330	65	10	0
Arab-Israeli	14	330	66	10	0
Micro	14	330	67	10	2
Micro	14	330	68	10	0
Micro	14	330	69	10	0
Orthodox	14	330	70	10	9
Micro	14	330	71	10	0
Left	14	350	52	10	185
Orthodox	14	350	53	10	1
Orthodox	14	350	54	10	0
Micro	14	350	55	10	0
Micro	14	350	56	10	1
Secular Centre	14	350	57	10	10
Arab-Israeli	14	350	58	10	0
Micro	14	350	59	10	0
Right	14	350	60	10	0
Micro	14	350	61	10	0
Sectoral	14	350	62	10	2
Right	14	350	63	10	5
Left	14	350	64	10	27
Micro	14	350	65	10	0
Arab-Israeli	14	350	66	10	0
Micro	14	350	67	10	0
Micro	14	350	68	10	0
Micro	14	350	69	10	0
Orthodox	14	350	70	10	0
Micro	14	350	71	10	0
Left	14	360	52	10	61
Orthodox	14	360	53	10	4
Orthodox	14	360	54	10	4
Micro	14	360	55	10	0
Micro	14	360	56	10	1
Secular Centre	14	360	57	10	2
Arab-Israeli	14	360	58	10	0
Micro	14	360	59	10	0
Right	14	360	60	10	3
Micro	14	360	61	10	0
Sectoral	14	360	62	10	0
Right	14	360	63	10	89
Left	14	360	64	10	0
Micro	14	360	65	10	1
Arab-Israeli	14	360	66	10	0
Micro	14	360	67	10	0
Micro	14	360	68	10	1
Micro	14	360	69	10	0
Orthodox	14	360	70	10	38
Micro	14	360	71	10	4
Left	14	370	52	10	1
Orthodox	14	370	53	10	67
Orthodox	14	370	54	10	1
Micro	14	370	55	10	0
Micro	14	370	56	10	0
Secular Centre	14	370	57	10	0
Arab-Israeli	14	370	58	10	0
Micro	14	370	59	10	0
Right	14	370	60	10	2
Micro	14	370	61	10	0
Sectoral	14	370	62	10	0
Right	14	370	63	10	70
Left	14	370	64	10	0
Micro	14	370	65	10	0
Arab-Israeli	14	370	66	10	0
Micro	14	370	67	10	0
Micro	14	370	68	10	0
Micro	14	370	69	10	0
Orthodox	14	370	70	10	86
Micro	14	370	71	10	1
Left	14	390	52	10	2
Orthodox	14	390	53	10	32
Orthodox	14	390	54	10	4
Micro	14	390	55	10	0
Micro	14	390	56	10	0
Secular Centre	14	390	57	10	0
Arab-Israeli	14	390	58	10	0
Micro	14	390	59	10	0
Right	14	390	60	10	3
Micro	14	390	61	10	0
Sectoral	14	390	62	10	0
Right	14	390	63	10	87
Left	14	390	64	10	0
Micro	14	390	65	10	0
Arab-Israeli	14	390	66	10	0
Micro	14	390	67	10	0
Micro	14	390	68	10	0
Micro	14	390	69	10	0
Orthodox	14	390	70	10	28
Micro	14	390	71	10	1
Left	14	410	52	10	89
Orthodox	14	410	53	10	159
Orthodox	14	410	54	10	1
Micro	14	410	55	10	0
Micro	14	410	56	10	0
Secular Centre	14	410	57	10	68
Arab-Israeli	14	410	58	10	0
Micro	14	410	59	10	1
Right	14	410	60	10	23
Micro	14	410	61	10	0
Sectoral	14	410	62	10	0
Right	14	410	63	10	198
Left	14	410	64	10	10
Micro	14	410	65	10	1
Arab-Israeli	14	410	66	10	0
Micro	14	410	67	10	2
Micro	14	410	68	10	0
Micro	14	410	69	10	0
Orthodox	14	410	70	10	98
Micro	14	410	71	10	1
Left	14	410	52	20	116
Orthodox	14	410	53	20	132
Orthodox	14	410	54	20	5
Micro	14	410	55	20	0
Micro	14	410	56	20	1
Secular Centre	14	410	57	20	77
Arab-Israeli	14	410	58	20	0
Micro	14	410	59	20	0
Right	14	410	60	20	18
Micro	14	410	61	20	0
Sectoral	14	410	62	20	0
Right	14	410	63	20	135
Left	14	410	64	20	6
Micro	14	410	65	20	0
Arab-Israeli	14	410	66	20	0
Micro	14	410	67	20	0
Micro	14	410	68	20	0
Micro	14	410	69	20	0
Orthodox	14	410	70	20	110
Micro	14	410	71	20	1
Left	14	430	52	10	249
Orthodox	14	430	53	10	22
Orthodox	14	430	54	10	9
Micro	14	430	55	10	0
Micro	14	430	56	10	0
Secular Centre	14	430	57	10	33
Arab-Israeli	14	430	58	10	3
Micro	14	430	59	10	0
Right	14	430	60	10	27
Micro	14	430	61	10	0
Sectoral	14	430	62	10	20
Right	14	430	63	10	175
Left	14	430	64	10	60
Micro	14	430	65	10	0
Arab-Israeli	14	430	66	10	0
Micro	14	430	67	10	4
Micro	14	430	68	10	0
Micro	14	430	69	10	0
Orthodox	14	430	70	10	6
Micro	14	430	71	10	1
Left	14	440	52	10	68
Orthodox	14	440	53	10	8
Orthodox	14	440	54	10	2
Micro	14	440	55	10	0
Micro	14	440	56	10	1
Secular Centre	14	440	57	10	4
Arab-Israeli	14	440	58	10	0
Micro	14	440	59	10	0
Right	14	440	60	10	10
Micro	14	440	61	10	1
Sectoral	14	440	62	10	2
Right	14	440	63	10	74
Left	14	440	64	10	3
Micro	14	440	65	10	0
Arab-Israeli	14	440	66	10	0
Micro	14	440	67	10	0
Micro	14	440	68	10	0
Micro	14	440	69	10	0
Orthodox	14	440	70	10	21
Micro	14	440	71	10	0
Left	14	460	52	10	184
Orthodox	14	460	53	10	81
Orthodox	14	460	54	10	9
Micro	14	460	55	10	0
Micro	14	460	56	10	2
Secular Centre	14	460	57	10	47
Arab-Israeli	14	460	58	10	1
Micro	14	460	59	10	1
Right	14	460	60	10	35
Micro	14	460	61	10	0
Sectoral	14	460	62	10	3
Right	14	460	63	10	144
Left	14	460	64	10	14
Micro	14	460	65	10	0
Arab-Israeli	14	460	66	10	3
Micro	14	460	67	10	4
Micro	14	460	68	10	0
Micro	14	460	69	10	1
Orthodox	14	460	70	10	122
Micro	14	460	71	10	2
Left	14	460	52	20	66
Orthodox	14	460	53	20	103
Orthodox	14	460	54	20	2
Micro	14	460	55	20	0
Micro	14	460	56	20	1
Secular Centre	14	460	57	20	22
Arab-Israeli	14	460	58	20	0
Micro	14	460	59	20	1
Right	14	460	60	20	24
Micro	14	460	61	20	0
Sectoral	14	460	62	20	1
Right	14	460	63	20	112
Left	14	460	64	20	14
Micro	14	460	65	20	1
Arab-Israeli	14	460	66	20	0
Micro	14	460	67	20	2
Micro	14	460	68	20	0
Micro	14	460	69	20	0
Orthodox	14	460	70	20	81
Micro	14	460	71	20	1
Left	14	470	52	10	371
Orthodox	14	470	53	10	41
Orthodox	14	470	54	10	3
Micro	14	470	55	10	1
Micro	14	470	56	10	4
Secular Centre	14	470	57	10	55
Arab-Israeli	14	470	58	10	1
Micro	14	470	59	10	0
Right	14	470	60	10	24
Micro	14	470	61	10	1
Sectoral	14	470	62	10	2
Right	14	470	63	10	171
Left	14	470	64	10	87
Micro	14	470	65	10	0
Arab-Israeli	14	470	66	10	0
Micro	14	470	67	10	1
Micro	14	470	68	10	1
Micro	14	470	69	10	0
Orthodox	14	470	70	10	10
