Bloc	Knesset	Locality	Station	Votes
Right	18	2290	50	158
Orthodox	18	2290	50	134
Arab-Israeli	18	2290	50	3
Secular Centre	18	2290	50	90
Left	18	2290	60	56
Micro	18	2290	60	12
Right	18	2290	60	103
Orthodox	18	2290	60	27
Arab-Israeli	18	2290	60	0
Secular Centre	18	2290	60	115
Left	18	2290	70	81
Micro	18	2290	70	16
Right	18	2290	70	88
Orthodox	18	2290	70	5
Arab-Israeli	18	2290	70	3
Secular Centre	18	2290	70	150
Left	18	2290	80	137
Micro	18	2290	80	13
Right	18	2290	80	108
Orthodox	18	2290	80	14
Arab-Israeli	18	2290	80	0
Secular Centre	18	2290	80	213
Left	18	2290	90	82
Micro	18	2290	90	12
Right	18	2290	90	169
Orthodox	18	2290	90	65
Arab-Israeli	18	2290	90	0
Secular Centre	18	2290	90	141
Left	18	2290	100	128
Micro	18	2290	100	11
Right	18	2290	100	131
Orthodox	18	2290	100	7
Arab-Israeli	18	2290	100	2
Secular Centre	18	2290	100	173
Left	18	2290	110	13
Micro	18	2290	110	6
Right	18	2290	110	132
Orthodox	18	2290	110	65
Arab-Israeli	18	2290	110	0
Secular Centre	18	2290	110	43
Left	18	2290	120	70
Micro	18	2290	120	8
Right	18	2290	120	93
Orthodox	18	2290	120	131
Arab-Israeli	18	2290	120	2
Secular Centre	18	2290	120	139
Left	18	2290	130	90
Micro	18	2290	130	10
Right	18	2290	130	98
Orthodox	18	2290	130	9
Arab-Israeli	18	2290	130	0
Secular Centre	18	2290	130	147
Left	18	2290	140	83
Micro	18	2290	140	12
Right	18	2290	140	172
Orthodox	18	2290	140	39
Arab-Israeli	18	2290	140	1
Secular Centre	18	2290	140	121
Left	18	2290	150	153
Micro	18	2290	150	12
Right	18	2290	150	143
Orthodox	18	2290	150	10
Arab-Israeli	18	2290	150	0
Secular Centre	18	2290	150	231
Left	18	2290	160	97
Micro	18	2290	160	14
Right	18	2290	160	141
Orthodox	18	2290	160	7
Arab-Israeli	18	2290	160	1
Secular Centre	18	2290	160	146
Left	18	2290	200	69
Micro	18	2290	200	11
Right	18	2290	200	74
Orthodox	18	2290	200	6
Arab-Israeli	18	2290	200	0
Secular Centre	18	2290	200	140
Left	18	5410	10	17
Micro	18	5410	10	5
Right	18	5410	10	0
Orthodox	18	5410	10	1
Arab-Israeli	18	5410	10	136
Secular Centre	18	5410	10	3
Left	18	5410	20	47
Micro	18	5410	20	3
Right	18	5410	20	1
Orthodox	18	5410	20	0
Arab-Israeli	18	5410	20	403
Secular Centre	18	5410	20	0
Left	18	5410	30	13
Micro	18	5410	30	6
Right	18	5410	30	3
Orthodox	18	5410	30	0
Arab-Israeli	18	5410	30	87
Secular Centre	18	5410	30	1
Left	18	5410	40	13
Micro	18	5410	40	9
Right	18	5410	40	2
Orthodox	18	5410	40	3
Arab-Israeli	18	5410	40	87
Secular Centre	18	5410	40	1
Left	18	5410	50	20
Micro	18	5410	50	11
Right	18	5410	50	2
Orthodox	18	5410	50	0
Arab-Israeli	18	5410	50	109
Secular Centre	18	5410	50	1
Left	18	5410	60	25
Micro	18	5410	60	1
Right	18	5410	60	2
Orthodox	18	5410	60	0
Arab-Israeli	18	5410	60	89
Secular Centre	18	5410	60	3
Left	18	5410	70	12
Micro	18	5410	70	5
Right	18	5410	70	4
Orthodox	18	5410	70	0
Arab-Israeli	18	5410	70	71
Secular Centre	18	5410	70	1
Left	18	5410	80	13
Micro	18	5410	80	2
Right	18	5410	80	2
Orthodox	18	5410	80	1
Arab-Israeli	18	5410	80	87
Secular Centre	18	5410	80	1
Left	18	5410	90	14
Micro	18	5410	90	4
Right	18	5410	90	0
Orthodox	18	5410	90	0
Arab-Israeli	18	5410	90	95
Secular Centre	18	5410	90	2
Left	18	8420	10	262
Micro	18	8420	10	5
Right	18	8420	10	13
Orthodox	18	8420	10	4
Arab-Israeli	18	8420	10	2
Secular Centre	18	8420	10	102
Left	18	4630	10	162
Micro	18	4630	10	9
Right	18	4630	10	19
Orthodox	18	4630	10	0
Arab-Israeli	18	4630	10	6
Secular Centre	18	4630	10	70
Left	18	390	10	3
Micro	18	390	10	6
Right	18	390	10	109
Orthodox	18	390	10	41
Arab-Israeli	18	390	10	0
Secular Centre	18	390	10	6
Left	18	11290	10	62
Micro	18	11290	10	7
Right	18	11290	10	23
Orthodox	18	11290	10	1
Arab-Israeli	18	11290	10	0
Secular Centre	18	11290	10	64
Left	18	4870	10	12
Micro	18	4870	10	5
Right	18	4870	10	12
Orthodox	18	4870	10	1
Arab-Israeli	18	4870	10	168
Secular Centre	18	4870	10	41
Left	18	4870	20	29
Micro	18	4870	20	3
Right	18	4870	20	2
Orthodox	18	4870	20	0
Arab-Israeli	18	4870	20	158
Secular Centre	18	4870	20	41
Left	18	4870	30	30
Micro	18	4870	30	2
Right	18	4870	30	21
Orthodox	18	4870	30	1
Arab-Israeli	18	4870	30	140
Secular Centre	18	4870	30	39
Left	18	40220	10	32
Micro	18	40220	10	9
Right	18	40220	10	27
Orthodox	18	40220	10	2
Arab-Israeli	18	40220	10	0
Secular Centre	18	40220	10	44
Left	18	3050	10	171
Micro	18	3050	10	14
Right	18	3050	10	31
Orthodox	18	3050	10	0
Arab-Israeli	18	3050	10	1
Secular Centre	18	3050	10	84
Left	18	5740	10	124
Micro	18	5740	10	15
Right	18	5740	10	78
Orthodox	18	5740	10	5
Arab-Israeli	18	5740	10	1
Secular Centre	18	5740	10	124
Left	18	5740	20	91
Micro	18	5740	20	20
Right	18	5740	20	54
Orthodox	18	5740	20	2
Arab-Israeli	18	5740	20	2
Secular Centre	18	5740	20	116
Left	18	3400	10	135
Micro	18	3400	10	12
Right	18	3400	10	22
Orthodox	18	3400	10	0
Arab-Israeli	18	3400	10	1
Secular Centre	18	3400	10	83
Left	18	1280	10	33
Micro	18	1280	10	5
Right	18	1280	10	30
Orthodox	18	1280	10	6
Arab-Israeli	18	1280	10	0
Secular Centre	18	1280	10	57
Left	18	1460	10	35
Micro	18	1460	10	2
Right	18	1460	10	41
Orthodox	18	1460	10	6
Arab-Israeli	18	1460	10	0
Secular Centre	18	1460	10	57
Left	18	4890	10	25
Micro	18	4890	10	0
Right	18	4890	10	0
Orthodox	18	4890	10	1
Arab-Israeli	18	4890	10	429
Secular Centre	18	4890	10	1
Left	18	4890	20	2
Micro	18	4890	20	2
Right	18	4890	20	2
Orthodox	18	4890	20	0
Arab-Israeli	18	4890	20	391
Secular Centre	18	4890	20	9
Left	18	4890	30	3
Micro	18	4890	30	3
Right	18	4890	30	4
Orthodox	18	4890	30	0
Arab-Israeli	18	4890	30	343
Secular Centre	18	4890	30	1
Left	18	4890	40	1
Micro	18	4890	40	4
Right	18	4890	40	0
Orthodox	18	4890	40	0
Arab-Israeli	18	4890	40	403
Secular Centre	18	4890	40	10
Left	18	4890	50	6
Micro	18	4890	50	3
Right	18	4890	50	3
Orthodox	18	4890	50	0
Arab-Israeli	18	4890	50	418
Secular Centre	18	4890	50	6
Left	18	4890	60	26
Micro	18	4890	60	1
Right	18	4890	60	1
Orthodox	18	4890	60	0
Arab-Israeli	18	4890	60	343
Secular Centre	18	4890	60	1
Left	18	4890	70	5
Micro	18	4890	70	4
Right	18	4890	70	1
Orthodox	18	4890	70	1
Arab-Israeli	18	4890	70	389
Secular Centre	18	4890	70	1
Left	18	4890	80	3
Micro	18	4890	80	1
Right	18	4890	80	1
Orthodox	18	4890	80	1
Arab-Israeli	18	4890	80	370
Secular Centre	18	4890	80	2
Left	18	8490	10	129
Micro	18	8490	10	2
Right	18	8490	10	18
Orthodox	18	8490	10	0
Arab-Israeli	18	8490	10	2
Secular Centre	18	8490	10	89
Left	18	4070	10	63
Micro	18	4070	10	9
Right	18	4070	10	19
Orthodox	18	4070	10	5
Arab-Israeli	18	4070	10	0
Secular Centre	18	4070	10	65
Left	18	620	10	180
Micro	18	620	10	8
Right	18	620	10	22
Orthodox	18	620	10	0
Arab-Israeli	18	620	10	0
Secular Centre	18	620	10	122
Left	18	790	10	161
Micro	18	790	10	9
Right	18	790	10	24
Orthodox	18	790	10	3
Arab-Israeli	18	790	10	2
Secular Centre	18	790	10	107
Left	18	10670	10	30
Micro	18	10670	10	3
Right	18	10670	10	112
Orthodox	18	10670	10	36
Arab-Israeli	18	10670	10	0
Secular Centre	18	10670	10	16
Left	18	37470	10	0
Micro	18	37470	10	5
Right	18	37470	10	476
Orthodox	18	37470	10	20
Arab-Israeli	18	37470	10	0
Secular Centre	18	37470	10	2
Left	18	7380	10	59
Micro	18	7380	10	12
Right	18	7380	10	44
Orthodox	18	7380	10	0
Arab-Israeli	18	7380	10	0
Secular Centre	18	7380	10	84
Left	18	3360	10	119
Micro	18	3360	10	14
Right	18	3360	10	20
Orthodox	18	3360	10	1
Arab-Israeli	18	3360	10	5
Secular Centre	18	3360	10	155
Left	18	4750	10	4
Micro	18	4750	10	2
Right	18	4750	10	3
Orthodox	18	4750	10	0
Arab-Israeli	18	4750	10	127
Secular Centre	18	4750	10	1
Left	18	4920	10	2
Micro	18	4920	10	3
Right	18	4920	10	11
Orthodox	18	4920	10	2
Arab-Israeli	18	4920	10	413
Secular Centre	18	4920	10	16
Left	18	4920	20	2
Micro	18	4920	20	2
Right	18	4920	20	0
Orthodox	18	4920	20	1
Arab-Israeli	18	4920	20	374
Secular Centre	18	4920	20	10
Left	18	4920	30	7
Micro	18	4920	30	8
Right	18	4920	30	1
Orthodox	18	4920	30	1
Arab-Israeli	18	4920	30	503
Secular Centre	18	4920	30	12
Left	18	4920	40	5
Micro	18	4920	40	6
Right	18	4920	40	3
Orthodox	18	4920	40	1
Arab-Israeli	18	4920	40	426
Secular Centre	18	4920	40	8
Left	18	4920	50	13
Micro	18	4920	50	17
Right	18	4920	50	2
Orthodox	18	4920	50	19
Arab-Israeli	18	4920	50	534
Secular Centre	18	4920	50	20
Left	18	4920	60	7
Micro	18	4920	60	1
Right	18	4920	60	5
Orthodox	18	4920	60	0
Arab-Israeli	18	4920	60	471
Secular Centre	18	4920	60	6
Left	18	4920	70	5
Micro	18	4920	70	2
Right	18	4920	70	1
Orthodox	18	4920	70	3
Arab-Israeli	18	4920	70	459
Secular Centre	18	4920	70	6
Left	18	4920	80	8
Micro	18	4920	80	3
Right	18	4920	80	3
Orthodox	18	4920	80	0
Arab-Israeli	18	4920	80	560
Secular Centre	18	4920	80	29
Left	18	22000	10	30
Micro	18	22000	10	22
Right	18	22000	10	149
Orthodox	18	22000	10	47
Arab-Israeli	18	22000	10	1
Secular Centre	18	22000	10	46
Left	18	22000	20	13
Micro	18	22000	20	1
Right	18	22000	20	153
Orthodox	18	22000	20	45
Arab-Israeli	18	22000	20	1
Secular Centre	18	22000	20	31
Left	18	22000	30	15
Micro	18	22000	30	11
Right	18	22000	30	158
Orthodox	18	22000	30	46
Arab-Israeli	18	22000	30	2
Secular Centre	18	22000	30	19
Left	18	22000	40	14
Micro	18	22000	40	2
Right	18	22000	40	182
Orthodox	18	22000	40	43
Arab-Israeli	18	22000	40	1
Secular Centre	18	22000	40	23
Left	18	22000	50	26
Micro	18	22000	50	5
Right	18	22000	50	113
Orthodox	18	22000	50	59
Arab-Israeli	18	22000	50	1
Secular Centre	18	22000	50	41
Left	18	22000	60	19
Micro	18	22000	60	1
Right	18	22000	60	129
Orthodox	18	22000	60	33
Arab-Israeli	18	22000	60	0
Secular Centre	18	22000	60	41
Left	18	22000	80	17
Micro	18	22000	80	5
Right	18	22000	80	119
Orthodox	18	22000	80	43
Arab-Israeli	18	22000	80	1
Secular Centre	18	22000	80	23
Left	18	22000	90	25
Micro	18	22000	90	8
Right	18	22000	90	149
Orthodox	18	22000	90	45
Arab-Israeli	18	22000	90	1
Secular Centre	18	22000	90	30
Left	18	22000	100	9
Micro	18	22000	100	7
Right	18	22000	100	162
Orthodox	18	22000	100	68
Arab-Israeli	18	22000	100	5
Secular Centre	18	22000	100	41
Left	18	22000	110	10
Micro	18	22000	110	12
Right	18	22000	110	163
Orthodox	18	22000	110	39
Arab-Israeli	18	22000	110	4
Secular Centre	18	22000	110	32
Left	18	22000	120	8
Micro	18	22000	120	6
Right	18	22000	120	162
Orthodox	18	22000	120	44
Arab-Israeli	18	22000	120	1
Secular Centre	18	22000	120	21
Left	18	22000	130	7
Micro	18	22000	130	8
Right	18	22000	130	139
Orthodox	18	22000	130	70
Arab-Israeli	18	22000	130	5
Secular Centre	18	22000	130	28
Left	18	22000	140	18
Micro	18	22000	140	5
Right	18	22000	140	118
Orthodox	18	22000	140	60
Arab-Israeli	18	22000	140	0
Secular Centre	18	22000	140	28
Left	18	22000	150	16
Micro	18	22000	150	3
Right	18	22000	150	155
Orthodox	18	22000	150	31
Arab-Israeli	18	22000	150	2
Secular Centre	18	22000	150	32
Left	18	22000	170	3
Micro	18	22000	170	6
Right	18	22000	170	91
Orthodox	18	22000	170	84
Arab-Israeli	18	22000	170	0
Secular Centre	18	22000	170	35
Left	18	22000	180	7
Micro	18	22000	180	8
Right	18	22000	180	116
Orthodox	18	22000	180	41
Arab-Israeli	18	22000	180	0
Secular Centre	18	22000	180	41
Left	18	22000	190	24
Micro	18	22000	190	6
Right	18	22000	190	196
Orthodox	18	22000	190	68
Arab-Israeli	18	22000	190	0
Secular Centre	18	22000	190	46
Left	18	22000	200	10
Micro	18	22000	200	4
Right	18	22000	200	91
Orthodox	18	22000	200	37
Arab-Israeli	18	22000	200	1
Secular Centre	18	22000	200	37
Left	18	22000	210	8
Micro	18	22000	210	5
Right	18	22000	210	113
Orthodox	18	22000	210	60
Arab-Israeli	18	22000	210	0
Secular Centre	18	22000	210	24
Left	18	22000	220	10
Micro	18	22000	220	6
Right	18	22000	220	142
Orthodox	18	22000	220	57
Arab-Israeli	18	22000	220	1
Secular Centre	18	22000	220	43
Left	18	22000	230	14
Micro	18	22000	230	10
Right	18	22000	230	157
Orthodox	18	22000	230	41
Arab-Israeli	18	22000	230	1
Secular Centre	18	22000	230	36
Left	18	22000	240	14
Micro	18	22000	240	0
Right	18	22000	240	111
Orthodox	18	22000	240	26
Arab-Israeli	18	22000	240	1
Secular Centre	18	22000	240	24
Left	18	22000	250	17
Micro	18	22000	250	8
Right	18	22000	250	179
Orthodox	18	22000	250	46
Arab-Israeli	18	22000	250	0
Secular Centre	18	22000	250	58
Left	18	22000	260	13
Micro	18	22000	260	4
Right	18	22000	260	111
Orthodox	18	22000	260	57
Arab-Israeli	18	22000	260	0
Secular Centre	18	22000	260	30
Left	18	22000	270	25
Micro	18	22000	270	2
Right	18	22000	270	176
Orthodox	18	22000	270	76
Arab-Israeli	18	22000	270	2
Secular Centre	18	22000	270	87
Left	18	22000	280	22
Micro	18	22000	280	9
Right	18	22000	280	150
Orthodox	18	22000	280	43
Arab-Israeli	18	22000	280	0
Secular Centre	18	22000	280	41
Left	18	22000	290	33
Micro	18	22000	290	9
Right	18	22000	290	152
Orthodox	18	22000	290	50
Arab-Israeli	18	22000	290	1
Secular Centre	18	22000	290	73
Left	18	22000	300	12
Micro	18	22000	300	2
Right	18	22000	300	206
Orthodox	18	22000	300	49
Arab-Israeli	18	22000	300	0
Secular Centre	18	22000	300	48
Left	18	22000	310	4
Micro	18	22000	310	9
Right	18	22000	310	220
Orthodox	18	22000	310	34
Arab-Israeli	18	22000	310	0
Secular Centre	18	22000	310	48
Left	18	22000	320	9
Micro	18	22000	320	11
Right	18	22000	320	173
Orthodox	18	22000	320	54
Arab-Israeli	18	22000	320	2
Secular Centre	18	22000	320	41
Left	18	22000	330	26
Micro	18	22000	330	4
Right	18	22000	330	123
Orthodox	18	22000	330	25
Arab-Israeli	18	22000	330	1
Secular Centre	18	22000	330	34
Left	18	22000	340	10
Micro	18	22000	340	5
Right	18	22000	340	132
Orthodox	18	22000	340	22
Arab-Israeli	18	22000	340	2
Secular Centre	18	22000	340	29
Left	18	22000	360	9
Micro	18	22000	360	2
Right	18	22000	360	171
Orthodox	18	22000	360	41
Arab-Israeli	18	22000	360	0
Secular Centre	18	22000	360	42
Left	18	22000	370	7
Micro	18	22000	370	5
Right	18	22000	370	151
Orthodox	18	22000	370	46
Arab-Israeli	18	22000	370	0
Secular Centre	18	22000	370	31
Left	18	22000	400	31
Micro	18	22000	400	4
Right	18	22000	400	241
Orthodox	18	22000	400	78
Arab-Israeli	18	22000	400	0
Secular Centre	18	22000	400	87
Left	18	22000	410	13
Micro	18	22000	410	5
Right	18	22000	410	131
Orthodox	18	22000	410	51
Arab-Israeli	18	22000	410	2
Secular Centre	18	22000	410	62
Left	18	22000	420	24
Micro	18	22000	420	5
Right	18	22000	420	180
Orthodox	18	22000	420	67
Arab-Israeli	18	22000	420	0
Secular Centre	18	22000	420	98
Left	18	22000	430	20
Micro	18	22000	430	7
Right	18	22000	430	147
Orthodox	18	22000	430	54
Arab-Israeli	18	22000	430	0
Secular Centre	18	22000	430	74
Left	18	22000	440	23
Micro	18	22000	440	3
Right	18	22000	440	233
Orthodox	18	22000	440	58
Arab-Israeli	18	22000	440	0
Secular Centre	18	22000	440	79
Left	18	22000	450	7
Micro	18	22000	450	5
Right	18	22000	450	187
Orthodox	18	22000	450	18
Arab-Israeli	18	22000	450	1
Secular Centre	18	22000	450	40
Left	18	22000	460	18
Micro	18	22000	460	3
Right	18	22000	460	142
Orthodox	18	22000	460	42
Arab-Israeli	18	22000	460	0
Secular Centre	18	22000	460	44
Left	18	22000	660	13
Micro	18	22000	660	10
Right	18	22000	660	137
Orthodox	18	22000	660	74
Arab-Israeli	18	22000	660	0
Secular Centre	18	22000	660	42
Left	18	22000	670	19
Micro	18	22000	670	4
Right	18	22000	670	133
Orthodox	18	22000	670	93
Arab-Israeli	18	22000	670	1
Secular Centre	18	22000	670	28
Left	18	22000	680	21
Micro	18	22000	680	5
Right	18	22000	680	184
Orthodox	18	22000	680	47
Arab-Israeli	18	22000	680	0
Secular Centre	18	22000	680	62
Left	18	22000	690	22
Micro	18	22000	690	4
Right	18	22000	690	153
Orthodox	18	22000	690	44
Arab-Israeli	18	22000	690	0
Secular Centre	18	22000	690	34
Left	18	20630	10	49
Micro	18	20630	10	2
Right	18	20630	10	104
Orthodox	18	20630	10	22
Arab-Israeli	18	20630	10	0
Secular Centre	18	20630	10	29
Left	18	3000	10	142
Micro	18	3000	10	5
Right	18	3000	10	6
Orthodox	18	3000	10	0
Arab-Israeli	18	3000	10	1
Secular Centre	18	3000	10	78
Left	18	3000	20	159
Micro	18	3000	20	9
Right	18	3000	20	8
Orthodox	18	3000	20	2
Arab-Israeli	18	3000	20	3
Secular Centre	18	3000	20	65
Left	18	4310	10	18
Micro	18	4310	10	3
Right	18	4310	10	201
Orthodox	18	4310	10	113
Arab-Israeli	18	4310	10	0
Secular Centre	18	4310	10	9
Left	18	13170	10	2
Micro	18	13170	10	5
Right	18	13170	10	1
Orthodox	18	13170	10	0
Arab-Israeli	18	13170	10	101
Secular Centre	18	13170	10	4
Left	18	3030	10	171
Micro	18	3030	10	14
Right	18	3030	10	22
Orthodox	18	3030	10	2
Arab-Israeli	18	3030	10	2
Secular Centre	18	3030	10	89
Left	18	3020	10	182
Micro	18	3020	10	13
Right	18	3020	10	41
Orthodox	18	3020	10	0
Arab-Israeli	18	3020	10	2
Secular Centre	18	3020	10	155
Left	18	12410	10	36
Micro	18	12410	10	5
Right	18	12410	10	61
Orthodox	18	12410	10	1
Arab-Israeli	18	12410	10	0
Secular Centre	18	12410	10	52
Left	18	13490	10	38
Micro	18	13490	10	10
Right	18	13490	10	6
Orthodox	18	13490	10	2
Arab-Israeli	18	13490	10	117
Secular Centre	18	13490	10	11
Left	18	7020	10	39
Micro	18	7020	10	4
Right	18	7020	10	23
Orthodox	18	7020	10	4
Arab-Israeli	18	7020	10	0
Secular Centre	18	7020	10	20
Left	18	6750	10	51
Micro	18	6750	10	9
Right	18	6750	10	20
Orthodox	18	6750	10	0
Arab-Israeli	18	6750	10	0
Secular Centre	18	6750	10	72
Left	18	3560	10	164
Micro	18	3560	10	15
Right	18	3560	10	47
Orthodox	18	3560	10	3
Arab-Israeli	18	3560	10	0
Secular Centre	18	3560	10	115
Left	18	1910	10	96
Micro	18	1910	10	11
Right	18	1910	10	43
Orthodox	18	1910	10	2
Arab-Israeli	18	1910	10	3
Secular Centre	18	1910	10	138
Left	18	97000	10	110
Micro	18	97000	10	13
Right	18	97000	10	140
Orthodox	18	97000	10	14
Arab-Israeli	18	97000	10	2
Secular Centre	18	97000	10	214
Left	18	97000	20	124
Micro	18	97000	20	23
Right	18	97000	20	150
Orthodox	18	97000	20	17
Arab-Israeli	18	97000	20	0
Secular Centre	18	97000	20	209
Left	18	97000	30	137
Micro	18	97000	30	12
Right	18	97000	30	120
Orthodox	18	97000	30	10
Arab-Israeli	18	97000	30	1
Secular Centre	18	97000	30	267
Left	18	97000	40	51
Micro	18	97000	40	18
Right	18	97000	40	162
Orthodox	18	97000	40	117
Arab-Israeli	18	97000	40	3
Secular Centre	18	97000	40	113
Left	18	97000	50	89
Micro	18	97000	50	10
Right	18	97000	50	220
Orthodox	18	97000	50	70
Arab-Israeli	18	97000	50	5
Secular Centre	18	97000	50	112
Left	18	97000	60	56
Micro	18	97000	60	19
Right	18	97000	60	152
Orthodox	18	97000	60	33
Arab-Israeli	18	97000	60	1
Secular Centre	18	97000	60	92
Left	18	97000	70	62
Micro	18	97000	70	10
Right	18	97000	70	124
Orthodox	18	97000	70	29
Arab-Israeli	18	97000	70	0
Secular Centre	18	97000	70	73
Left	18	97000	80	64
Micro	18	97000	80	13
Right	18	97000	80	171
Orthodox	18	97000	80	44
Arab-Israeli	18	97000	80	7
Secular Centre	18	97000	80	115
Left	18	97000	90	101
Micro	18	97000	90	14
Right	18	97000	90	83
Orthodox	18	97000	90	9
Arab-Israeli	18	97000	90	1
Secular Centre	18	97000	90	137
Left	18	97000	100	45
Micro	18	97000	100	10
Right	18	97000	100	85
Orthodox	18	97000	100	10
Arab-Israeli	18	97000	100	0
Secular Centre	18	97000	100	130
Left	18	97000	110	101
Micro	18	97000	110	18
Right	18	97000	110	135
Orthodox	18	97000	110	8
Arab-Israeli	18	97000	110	2
Secular Centre	18	97000	110	217
Left	18	97000	120	112
Micro	18	97000	120	19
Right	18	97000	120	125
Orthodox	18	97000	120	3
Arab-Israeli	18	97000	120	1
Secular Centre	18	97000	120	180
Left	18	97000	130	78
Micro	18	97000	130	11
Right	18	97000	130	77
Orthodox	18	97000	130	3
Arab-Israeli	18	97000	130	1
Secular Centre	18	97000	130	196
Left	18	97000	140	87
Micro	18	97000	140	8
Right	18	97000	140	130
Orthodox	18	97000	140	16
Arab-Israeli	18	97000	140	2
Secular Centre	18	97000	140	190
Left	18	97000	150	32
Micro	18	97000	150	13
Right	18	97000	150	171
Orthodox	18	97000	150	40
Arab-Israeli	18	97000	150	1
Secular Centre	18	97000	150	66
Left	18	97000	160	101
Micro	18	97000	160	13
Right	18	97000	160	132
Orthodox	18	97000	160	22
Arab-Israeli	18	97000	160	0
Secular Centre	18	97000	160	205
Left	18	97000	170	39
Micro	18	97000	170	9
Right	18	97000	170	152
Orthodox	18	97000	170	51
Arab-Israeli	18	97000	170	0
Secular Centre	18	97000	170	80
Left	18	97000	180	128
Micro	18	97000	180	12
Right	18	97000	180	104
Orthodox	18	97000	180	12
Arab-Israeli	18	97000	180	0
Secular Centre	18	97000	180	183
Left	18	97000	190	94
Micro	18	97000	190	11
Right	18	97000	190	84
Orthodox	18	97000	190	3
Arab-Israeli	18	97000	190	2
Secular Centre	18	97000	190	159
Left	18	97000	200	62
Micro	18	97000	200	15
Right	18	97000	200	126
Orthodox	18	97000	200	18
Arab-Israeli	18	97000	200	2
Secular Centre	18	97000	200	126
Left	18	97000	210	74
Micro	18	97000	210	17
Right	18	97000	210	143
Orthodox	18	97000	210	4
Arab-Israeli	18	97000	210	3
Secular Centre	18	97000	210	177
Left	18	97000	220	73
Micro	18	97000	220	10
Right	18	97000	220	97
Orthodox	18	97000	220	13
Arab-Israeli	18	97000	220	0
Secular Centre	18	97000	220	149
Left	18	97000	230	28
Micro	18	97000	230	13
Right	18	97000	230	167
Orthodox	18	97000	230	27
Arab-Israeli	18	97000	230	3
Secular Centre	18	97000	230	73
Left	18	97000	240	115
Micro	18	97000	240	19
Right	18	97000	240	148
Orthodox	18	97000	240	13
Arab-Israeli	18	97000	240	0
Secular Centre	18	97000	240	202
Left	18	97000	250	48
Micro	18	97000	250	16
Right	18	97000	250	122
Orthodox	18	97000	250	11
Arab-Israeli	18	97000	250	0
Secular Centre	18	97000	250	117
Left	18	97000	260	78
Micro	18	97000	260	13
Right	18	97000	260	132
Orthodox	18	97000	260	16
Arab-Israeli	18	97000	260	5
Secular Centre	18	97000	260	217
Left	18	97000	270	108
Micro	18	97000	270	28
Right	18	97000	270	123
Orthodox	18	97000	270	14
Arab-Israeli	18	97000	270	1
Secular Centre	18	97000	270	212
Left	18	97000	280	91
Micro	18	97000	280	10
Right	18	97000	280	110
Orthodox	18	97000	280	5
Arab-Israeli	18	97000	280	3
Secular Centre	18	97000	280	182
Left	18	97000	290	74
Micro	18	97000	290	16
Right	18	97000	290	163
Orthodox	18	97000	290	32
Arab-Israeli	18	97000	290	0
Secular Centre	18	97000	290	165
Left	18	97000	300	65
Micro	18	97000	300	6
Right	18	97000	300	94
Orthodox	18	97000	300	10
Arab-Israeli	18	97000	300	4
Secular Centre	18	97000	300	153
Left	18	97000	310	24
Micro	18	97000	310	19
Right	18	97000	310	117
Orthodox	18	97000	310	17
Arab-Israeli	18	97000	310	0
Secular Centre	18	97000	310	87
Left	18	97000	320	103
Micro	18	97000	320	26
Right	18	97000	320	159
Orthodox	18	97000	320	13
Arab-Israeli	18	97000	320	2
Secular Centre	18	97000	320	173
Left	18	97000	330	110
Micro	18	97000	330	3
Right	18	97000	330	134
Orthodox	18	97000	330	2
Arab-Israeli	18	97000	330	1
Secular Centre	18	97000	330	240
Left	18	97000	340	139
Micro	18	97000	340	8
Right	18	97000	340	118
Orthodox	18	97000	340	1
Arab-Israeli	18	97000	340	6
Secular Centre	18	97000	340	175
Left	18	97000	350	47
Micro	18	97000	350	9
Right	18	97000	350	121
Orthodox	18	97000	350	39
Arab-Israeli	18	97000	350	0
Secular Centre	18	97000	350	116
Left	18	97000	360	124
Micro	18	97000	360	14
Right	18	97000	360	109
Orthodox	18	97000	360	9
Arab-Israeli	18	97000	360	3
Secular Centre	18	97000	360	208
Left	18	97000	370	102
Micro	18	97000	370	5
Right	18	97000	370	68
Orthodox	18	97000	370	1
Arab-Israeli	18	97000	370	0
Secular Centre	18	97000	370	180
Left	18	97000	380	110
Micro	18	97000	380	20
Right	18	97000	380	108
Orthodox	18	97000	380	6
Arab-Israeli	18	97000	380	0
Secular Centre	18	97000	380	171
Left	18	97000	390	118
Micro	18	97000	390	8
Right	18	97000	390	76
Orthodox	18	97000	390	0
Arab-Israeli	18	97000	390	2
Secular Centre	18	97000	390	256
Left	18	97000	400	71
Micro	18	97000	400	12
Right	18	97000	400	137
Orthodox	18	97000	400	8
Arab-Israeli	18	97000	400	0
Secular Centre	18	97000	400	169
Left	18	97000	410	75
Micro	18	97000	410	14
Right	18	97000	410	180
Orthodox	18	97000	410	18
Arab-Israeli	18	97000	410	0
Secular Centre	18	97000	410	184
Left	18	97000	420	82
Micro	18	97000	420	12
Right	18	97000	420	109
Orthodox	18	97000	420	7
Arab-Israeli	18	97000	420	6
Secular Centre	18	97000	420	156
Left	18	97000	430	84
Micro	18	97000	430	10
Right	18	97000	430	112
Orthodox	18	97000	430	6
Arab-Israeli	18	97000	430	0
Secular Centre	18	97000	430	189
Left	18	97000	440	105
Micro	18	97000	440	13
Right	18	97000	440	122
Orthodox	18	97000	440	4
Arab-Israeli	18	97000	440	1
Secular Centre	18	97000	440	280
