Bloc	Knesset	Locality	Station	Votes
Micro	19	9680	20	3
Right	19	9680	20	2
Secular Centre	19	9680	20	0
Sectoral	19	9680	20	1
Left	19	9680	30	5
Orthodox	19	9680	30	25
Arab-Israeli	19	9680	30	177
Micro	19	9680	30	6
Right	19	9680	30	2
Secular Centre	19	9680	30	1
Sectoral	19	9680	30	1
Left	19	9680	40	0
Orthodox	19	9680	40	10
Arab-Israeli	19	9680	40	109
Micro	19	9680	40	6
Right	19	9680	40	5
Secular Centre	19	9680	40	4
Sectoral	19	9680	40	1
Left	19	13420	10	0
Orthodox	19	13420	10	22
Arab-Israeli	19	13420	10	31
Micro	19	13420	10	0
Right	19	13420	10	1
Secular Centre	19	13420	10	0
Sectoral	19	13420	10	0
Left	19	9660	10	5
Orthodox	19	9660	10	17
Arab-Israeli	19	9660	10	80
Micro	19	9660	10	2
Right	19	9660	10	0
Secular Centre	19	9660	10	1
Sectoral	19	9660	10	0
Left	19	9660	20	4
Orthodox	19	9660	20	7
Arab-Israeli	19	9660	20	56
Micro	19	9660	20	3
Right	19	9660	20	1
Secular Centre	19	9660	20	2
Sectoral	19	9660	20	1
Left	19	9660	30	7
Orthodox	19	9660	30	12
Arab-Israeli	19	9660	30	81
Micro	19	9660	30	11
Right	19	9660	30	1
Secular Centre	19	9660	30	0
Sectoral	19	9660	30	0
Left	19	9660	40	5
Orthodox	19	9660	40	11
Arab-Israeli	19	9660	40	59
Micro	19	9660	40	1
Right	19	9660	40	2
Secular Centre	19	9660	40	2
Sectoral	19	9660	40	0
Left	19	9660	50	4
Orthodox	19	9660	50	14
Arab-Israeli	19	9660	50	82
Micro	19	9660	50	2
Right	19	9660	50	2
Secular Centre	19	9660	50	1
Sectoral	19	9660	50	0
Left	19	9610	10	0
Orthodox	19	9610	10	4
Arab-Israeli	19	9610	10	155
Micro	19	9610	10	3
Right	19	9610	10	0
Secular Centre	19	9610	10	2
Sectoral	19	9610	10	0
Left	19	9610	20	2
Orthodox	19	9610	20	3
Arab-Israeli	19	9610	20	138
Micro	19	9610	20	2
Right	19	9610	20	3
Secular Centre	19	9610	20	3
Sectoral	19	9610	20	0
Left	19	9610	30	2
Orthodox	19	9610	30	3
Arab-Israeli	19	9610	30	188
Micro	19	9610	30	5
Right	19	9610	30	4
Secular Centre	19	9610	30	0
Sectoral	19	9610	30	0
Left	19	9610	40	1
Orthodox	19	9610	40	8
Arab-Israeli	19	9610	40	198
Micro	19	9610	40	9
Right	19	9610	40	2
Secular Centre	19	9610	40	1
Sectoral	19	9610	40	0
Left	19	9610	50	5
Orthodox	19	9610	50	4
Arab-Israeli	19	9610	50	126
Micro	19	9610	50	4
Right	19	9610	50	2
Secular Centre	19	9610	50	2
Sectoral	19	9610	50	2
Left	19	9610	60	0
Orthodox	19	9610	60	2
Arab-Israeli	19	9610	60	111
Micro	19	9610	60	1
Right	19	9610	60	2
Secular Centre	19	9610	60	1
Sectoral	19	9610	60	1
Left	19	6520	10	10
Orthodox	19	6520	10	13
Arab-Israeli	19	6520	10	116
Micro	19	6520	10	1
Right	19	6520	10	6
Secular Centre	19	6520	10	10
Sectoral	19	6520	10	0
Left	19	6520	20	10
Orthodox	19	6520	20	7
Arab-Israeli	19	6520	20	137
Micro	19	6520	20	2
Right	19	6520	20	0
Secular Centre	19	6520	20	5
Sectoral	19	6520	20	0
Left	19	6520	30	6
Orthodox	19	6520	30	2
Arab-Israeli	19	6520	30	289
Micro	19	6520	30	0
Right	19	6520	30	1
Secular Centre	19	6520	30	3
Sectoral	19	6520	30	0
Left	19	12750	10	69
Orthodox	19	12750	10	2
Arab-Israeli	19	12750	10	3
Micro	19	12750	10	8
Right	19	12750	10	20
Secular Centre	19	12750	10	42
Sectoral	19	12750	10	2
Left	19	6790	10	108
Orthodox	19	6790	10	6
Arab-Israeli	19	6790	10	1
Micro	19	6790	10	28
Right	19	6790	10	98
Secular Centre	19	6790	10	150
Sectoral	19	6790	10	9
Left	19	11150	10	4
Orthodox	19	11150	10	80
Arab-Israeli	19	11150	10	0
Micro	19	11150	10	0
Right	19	11150	10	101
Secular Centre	19	11150	10	10
Sectoral	19	11150	10	3
Left	19	8190	10	183
Orthodox	19	8190	10	13
Arab-Israeli	19	8190	10	1
Micro	19	8190	10	10
Right	19	8190	10	73
Secular Centre	19	8190	10	172
Sectoral	19	8190	10	4
Left	19	1750	10	96
Orthodox	19	1750	10	3
Arab-Israeli	19	1750	10	1
Micro	19	1750	10	12
Right	19	1750	10	55
Secular Centre	19	1750	10	137
Sectoral	19	1750	10	2
Left	19	1750	20	140
Orthodox	19	1750	20	9
Arab-Israeli	19	1750	20	1
Micro	19	1750	20	13
Right	19	1750	20	52
Secular Centre	19	1750	20	190
Sectoral	19	1750	20	7
Left	19	20520	10	20
Orthodox	19	20520	10	18
Arab-Israeli	19	20520	10	0
Micro	19	20520	10	3
Right	19	20520	10	188
Secular Centre	19	20520	10	28
Sectoral	19	20520	10	4
Left	19	10700	10	65
Orthodox	19	10700	10	39
Arab-Israeli	19	10700	10	2
Micro	19	10700	10	17
Right	19	10700	10	158
Secular Centre	19	10700	10	75
Sectoral	19	10700	10	3
Left	19	12200	10	59
Orthodox	19	12200	10	5
Arab-Israeli	19	12200	10	6
Micro	19	12200	10	4
Right	19	12200	10	17
Secular Centre	19	12200	10	30
Sectoral	19	12200	10	5
Left	19	1820	10	147
Orthodox	19	1820	10	35
Arab-Israeli	19	1820	10	0
Micro	19	1820	10	15
Right	19	1820	10	146
Secular Centre	19	1820	10	196
Sectoral	19	1820	10	5
Left	19	1820	20	79
Orthodox	19	1820	20	34
Arab-Israeli	19	1820	20	1
Micro	19	1820	20	11
Right	19	1820	20	151
Secular Centre	19	1820	20	95
Sectoral	19	1820	20	2
Left	19	1820	30	197
Orthodox	19	1820	30	18
Arab-Israeli	19	1820	30	3
Micro	19	1820	30	14
Right	19	1820	30	125
Secular Centre	19	1820	30	258
Sectoral	19	1820	30	5
Left	19	1820	40	176
Orthodox	19	1820	40	12
Arab-Israeli	19	1820	40	1
Micro	19	1820	40	14
Right	19	1820	40	103
Secular Centre	19	1820	40	224
Sectoral	19	1820	40	2
Left	19	1820	50	98
Orthodox	19	1820	50	18
Arab-Israeli	19	1820	50	0
Micro	19	1820	50	11
Right	19	1820	50	123
Secular Centre	19	1820	50	131
Sectoral	19	1820	50	5
Left	19	1820	60	147
Orthodox	19	1820	60	9
Arab-Israeli	19	1820	60	1
Micro	19	1820	60	9
Right	19	1820	60	97
Secular Centre	19	1820	60	271
Sectoral	19	1820	60	4
Left	19	1820	70	86
Orthodox	19	1820	70	11
Arab-Israeli	19	1820	70	0
Micro	19	1820	70	8
Right	19	1820	70	104
Secular Centre	19	1820	70	236
Sectoral	19	1820	70	2
Left	19	1820	80	39
Orthodox	19	1820	80	36
Arab-Israeli	19	1820	80	3
Micro	19	1820	80	26
Right	19	1820	80	162
Secular Centre	19	1820	80	65
Sectoral	19	1820	80	8
Left	19	1820	90	140
Orthodox	19	1820	90	7
Arab-Israeli	19	1820	90	1
Micro	19	1820	90	7
Right	19	1820	90	56
Secular Centre	19	1820	90	163
Sectoral	19	1820	90	5
Left	19	1820	100	113
Orthodox	19	1820	100	31
Arab-Israeli	19	1820	100	2
Micro	19	1820	100	12
Right	19	1820	100	146
Secular Centre	19	1820	100	171
Sectoral	19	1820	100	9
Left	19	1820	110	180
Orthodox	19	1820	110	9
Arab-Israeli	19	1820	110	1
Micro	19	1820	110	12
Right	19	1820	110	91
Secular Centre	19	1820	110	252
Sectoral	19	1820	110	11
Left	19	1820	120	136
Orthodox	19	1820	120	6
Arab-Israeli	19	1820	120	2
Micro	19	1820	120	12
Right	19	1820	120	69
Secular Centre	19	1820	120	129
Sectoral	19	1820	120	1
Left	19	1820	130	32
Orthodox	19	1820	130	30
Arab-Israeli	19	1820	130	0
Micro	19	1820	130	18
Right	19	1820	130	195
Secular Centre	19	1820	130	47
Sectoral	19	1820	130	10
Left	19	1820	140	123
Orthodox	19	1820	140	26
Arab-Israeli	19	1820	140	1
Micro	19	1820	140	11
Right	19	1820	140	63
Secular Centre	19	1820	140	201
Sectoral	19	1820	140	3
Left	19	1820	150	115
Orthodox	19	1820	150	1
Arab-Israeli	19	1820	150	0
Micro	19	1820	150	13
Right	19	1820	150	79
Secular Centre	19	1820	150	235
Sectoral	19	1820	150	4
Left	19	10810	10	11
Orthodox	19	10810	10	54
Arab-Israeli	19	10810	10	0
Micro	19	10810	10	1
Right	19	10810	10	64
Secular Centre	19	10810	10	30
Sectoral	19	10810	10	2
Left	19	7830	10	35
Orthodox	19	7830	10	22
Arab-Israeli	19	7830	10	1
Micro	19	7830	10	6
Right	19	7830	10	213
Secular Centre	19	7830	10	44
Sectoral	19	7830	10	8
Left	19	4000	10	2
Orthodox	19	4000	10	80
Arab-Israeli	19	4000	10	0
Micro	19	4000	10	7
Right	19	4000	10	316
Secular Centre	19	4000	10	6
Sectoral	19	4000	10	3
Left	19	40110	10	4
Orthodox	19	40110	10	22
Arab-Israeli	19	40110	10	0
Micro	19	40110	10	12
Right	19	40110	10	227
Secular Centre	19	40110	10	6
Sectoral	19	40110	10	1
Left	19	37930	10	1
Orthodox	19	37930	10	46
Arab-Israeli	19	37930	10	0
Micro	19	37930	10	46
Right	19	37930	10	539
Secular Centre	19	37930	10	4
Sectoral	19	37930	10	4
Left	19	13110	10	9
Orthodox	19	13110	10	4
Arab-Israeli	19	13110	10	0
Micro	19	13110	10	8
Right	19	13110	10	68
Secular Centre	19	13110	10	17
Sectoral	19	13110	10	4
Left	19	37590	10	10
Orthodox	19	37590	10	6
Arab-Israeli	19	37590	10	0
Micro	19	37590	10	1
Right	19	37590	10	91
Secular Centre	19	37590	10	35
Sectoral	19	37590	10	1
Left	19	1130	10	0
Orthodox	19	1130	10	80
Arab-Israeli	19	1130	10	0
Micro	19	1130	10	1
Right	19	1130	10	66
Secular Centre	19	1130	10	6
Sectoral	19	1130	10	2
Left	19	10680	10	57
Orthodox	19	10680	10	5
Arab-Israeli	19	10680	10	3
Micro	19	10680	10	6
Right	19	10680	10	20
Secular Centre	19	10680	10	14
Sectoral	19	10680	10	10
Left	19	11230	10	23
Orthodox	19	11230	10	66
Arab-Israeli	19	11230	10	1
Micro	19	11230	10	3
Right	19	11230	10	208
Secular Centre	19	11230	10	15
Sectoral	19	11230	10	5
Left	19	4460	10	170
Orthodox	19	4460	10	9
Arab-Israeli	19	4460	10	3
Micro	19	4460	10	22
Right	19	4460	10	90
Secular Centre	19	4460	10	252
Sectoral	19	4460	10	8
Left	19	40100	10	11
Orthodox	19	40100	10	1
Arab-Israeli	19	40100	10	0
Micro	19	40100	10	4
Right	19	40100	10	16
Secular Centre	19	40100	10	28
Sectoral	19	40100	10	3
Left	19	10460	10	27
Orthodox	19	10460	10	15
Arab-Israeli	19	10460	10	0
Micro	19	10460	10	3
Right	19	10460	10	62
Secular Centre	19	10460	10	50
Sectoral	19	10460	10	5
Left	19	27100	10	3
Orthodox	19	27100	10	1
Arab-Israeli	19	27100	10	291
Micro	19	27100	10	1
Right	19	27100	10	1
Secular Centre	19	27100	10	0
Sectoral	19	27100	10	0
Left	19	27100	20	5
Orthodox	19	27100	20	5
Arab-Israeli	19	27100	20	591
Micro	19	27100	20	2
Right	19	27100	20	0
Secular Centre	19	27100	20	4
Sectoral	19	27100	20	0
Left	19	27100	30	3
Orthodox	19	27100	30	0
Arab-Israeli	19	27100	30	359
Micro	19	27100	30	1
Right	19	27100	30	0
Secular Centre	19	27100	30	0
Sectoral	19	27100	30	0
Left	19	27100	40	3
Orthodox	19	27100	40	3
Arab-Israeli	19	27100	40	302
Micro	19	27100	40	7
Right	19	27100	40	1
Secular Centre	19	27100	40	30
Sectoral	19	27100	40	0
Left	19	27100	50	7
Orthodox	19	27100	50	0
Arab-Israeli	19	27100	50	507
Micro	19	27100	50	0
Right	19	27100	50	0
Secular Centre	19	27100	50	3
Sectoral	19	27100	50	0
Left	19	27100	60	6
Orthodox	19	27100	60	1
Arab-Israeli	19	27100	60	327
Micro	19	27100	60	1
Right	19	27100	60	6
Secular Centre	19	27100	60	0
Sectoral	19	27100	60	1
Left	19	27100	70	7
Orthodox	19	27100	70	1
Arab-Israeli	19	27100	70	614
Micro	19	27100	70	6
Right	19	27100	70	0
Secular Centre	19	27100	70	2
Sectoral	19	27100	70	0
Left	19	27100	80	2
Orthodox	19	27100	80	1
Arab-Israeli	19	27100	80	239
Micro	19	27100	80	1
Right	19	27100	80	0
Secular Centre	19	27100	80	0
Sectoral	19	27100	80	0
Left	19	27100	90	2
Orthodox	19	27100	90	11
Arab-Israeli	19	27100	90	251
Micro	19	27100	90	2
Right	19	27100	90	0
Secular Centre	19	27100	90	1
Sectoral	19	27100	90	0
Left	19	27100	100	21
Orthodox	19	27100	100	1
Arab-Israeli	19	27100	100	282
Micro	19	27100	100	1
Right	19	27100	100	3
Secular Centre	19	27100	100	7
Sectoral	19	27100	100	1
Left	19	27100	110	4
Orthodox	19	27100	110	2
Arab-Israeli	19	27100	110	377
Micro	19	27100	110	5
Right	19	27100	110	4
Secular Centre	19	27100	110	0
Sectoral	19	27100	110	1
Left	19	27100	120	14
Orthodox	19	27100	120	1
Arab-Israeli	19	27100	120	341
Micro	19	27100	120	1
Right	19	27100	120	2
Secular Centre	19	27100	120	27
Sectoral	19	27100	120	0
Left	19	27100	130	8
Orthodox	19	27100	130	2
Arab-Israeli	19	27100	130	309
Micro	19	27100	130	4
Right	19	27100	130	0
Secular Centre	19	27100	130	0
Sectoral	19	27100	130	0
Left	19	27100	140	8
Orthodox	19	27100	140	0
Arab-Israeli	19	27100	140	217
Micro	19	27100	140	2
Right	19	27100	140	0
Secular Centre	19	27100	140	4
Sectoral	19	27100	140	0
Left	19	27100	150	2
Orthodox	19	27100	150	0
Arab-Israeli	19	27100	150	323
Micro	19	27100	150	1
Right	19	27100	150	0
Secular Centre	19	27100	150	0
Sectoral	19	27100	150	0
Left	19	27100	160	6
Orthodox	19	27100	160	1
Arab-Israeli	19	27100	160	329
Micro	19	27100	160	1
Right	19	27100	160	0
Secular Centre	19	27100	160	0
Sectoral	19	27100	160	0
Left	19	27100	170	9
Orthodox	19	27100	170	2
Arab-Israeli	19	27100	170	373
Micro	19	27100	170	19
Right	19	27100	170	2
Secular Centre	19	27100	170	1
Sectoral	19	27100	170	0
Left	19	27100	180	7
Orthodox	19	27100	180	1
Arab-Israeli	19	27100	180	409
Micro	19	27100	180	0
Right	19	27100	180	1
Secular Centre	19	27100	180	0
Sectoral	19	27100	180	0
Left	19	27100	190	6
Orthodox	19	27100	190	0
Arab-Israeli	19	27100	190	524
Micro	19	27100	190	7
Right	19	27100	190	0
Secular Centre	19	27100	190	7
Sectoral	19	27100	190	0
Left	19	27100	200	15
Orthodox	19	27100	200	1
Arab-Israeli	19	27100	200	357
Micro	19	27100	200	2
Right	19	27100	200	0
Secular Centre	19	27100	200	0
Sectoral	19	27100	200	1
Left	19	27100	210	5
Orthodox	19	27100	210	0
Arab-Israeli	19	27100	210	340
Micro	19	27100	210	1
Right	19	27100	210	0
Secular Centre	19	27100	210	3
Sectoral	19	27100	210	0
Left	19	27100	220	13
Orthodox	19	27100	220	1
Arab-Israeli	19	27100	220	320
Micro	19	27100	220	1
Right	19	27100	220	0
Secular Centre	19	27100	220	1
Sectoral	19	27100	220	0
Left	19	27100	230	1
Orthodox	19	27100	230	0
Arab-Israeli	19	27100	230	221
Micro	19	27100	230	4
Right	19	27100	230	0
Secular Centre	19	27100	230	1
Sectoral	19	27100	230	1
Left	19	27100	240	10
Orthodox	19	27100	240	1
Arab-Israeli	19	27100	240	432
Micro	19	27100	240	2
Right	19	27100	240	1
Secular Centre	19	27100	240	0
Sectoral	19	27100	240	0
Left	19	27100	250	3
Orthodox	19	27100	250	7
Arab-Israeli	19	27100	250	370
Micro	19	27100	250	4
Right	19	27100	250	0
Secular Centre	19	27100	250	0
Sectoral	19	27100	250	0
Left	19	27100	260	7
Orthodox	19	27100	260	1
Arab-Israeli	19	27100	260	320
Micro	19	27100	260	0
Right	19	27100	260	0
Secular Centre	19	27100	260	1
Sectoral	19	27100	260	1
Left	19	27100	270	10
Orthodox	19	27100	270	1
Arab-Israeli	19	27100	270	309
Micro	19	27100	270	0
Right	19	27100	270	1
Secular Centre	19	27100	270	1
Sectoral	19	27100	270	0
Left	19	27100	280	8
Orthodox	19	27100	280	2
Arab-Israeli	19	27100	280	379
Micro	19	27100	280	1
Right	19	27100	280	1
Secular Centre	19	27100	280	4
Sectoral	19	27100	280	0
Left	19	27100	290	4
Orthodox	19	27100	290	1
Arab-Israeli	19	27100	290	434
Micro	19	27100	290	1
Right	19	27100	290	1
Secular Centre	19	27100	290	0
Sectoral	19	27100	290	1
Left	19	27100	300	3
Orthodox	19	27100	300	3
Arab-Israeli	19	27100	300	199
Micro	19	27100	300	1
Right	19	27100	300	0
Secular Centre	19	27100	300	1
Sectoral	19	27100	300	0
Left	19	27100	310	9
Orthodox	19	27100	310	2
Arab-Israeli	19	27100	310	318
Micro	19	27100	310	6
Right	19	27100	310	0
Secular Centre	19	27100	310	0
Sectoral	19	27100	310	0
Left	19	27100	320	7
Orthodox	19	27100	320	2
Arab-Israeli	19	27100	320	345
Micro	19	27100	320	2
Right	19	27100	320	0
Secular Centre	19	27100	320	1
Sectoral	19	27100	320	0
Left	19	27100	330	9
Orthodox	19	27100	330	82
Arab-Israeli	19	27100	330	218
Micro	19	27100	330	3
Right	19	27100	330	0
Secular Centre	19	27100	330	1
Sectoral	19	27100	330	0
Left	19	27100	340	3
Orthodox	19	27100	340	3
Arab-Israeli	19	27100	340	287
Micro	19	27100	340	2
Right	19	27100	340	1
Secular Centre	19	27100	340	2
Sectoral	19	27100	340	0
Left	19	27100	350	5
Orthodox	19	27100	350	0
Arab-Israeli	19	27100	350	281
Micro	19	27100	350	1
Right	19	27100	350	0
Secular Centre	19	27100	350	0
Sectoral	19	27100	350	0
Left	19	27100	360	2
Orthodox	19	27100	360	2
Arab-Israeli	19	27100	360	380
Micro	19	27100	360	2
Right	19	27100	360	0
Secular Centre	19	27100	360	1
Sectoral	19	27100	360	0
Left	19	27100	370	8
Orthodox	19	27100	370	4
Arab-Israeli	19	27100	370	329
Micro	19	27100	370	2
Right	19	27100	370	0
Secular Centre	19	27100	370	1
Sectoral	19	27100	370	0
Left	19	27100	380	6
Orthodox	19	27100	380	1
Arab-Israeli	19	27100	380	454
Micro	19	27100	380	8
Right	19	27100	380	0
Secular Centre	19	27100	380	2
Sectoral	19	27100	380	0
Left	19	27100	390	4
Orthodox	19	27100	390	0
Arab-Israeli	19	27100	390	276
Micro	19	27100	390	2
Right	19	27100	390	0
Secular Centre	19	27100	390	5
Sectoral	19	27100	390	0
Left	19	27100	400	0
Orthodox	19	27100	400	0
Arab-Israeli	19	27100	400	290
Micro	19	27100	400	0
Right	19	27100	400	0
Secular Centre	19	27100	400	0
Sectoral	19	27100	400	0
Left	19	27100	410	2
Orthodox	19	27100	410	0
Arab-Israeli	19	27100	410	475
Micro	19	27100	410	0
Right	19	27100	410	1
Secular Centre	19	27100	410	0
Sectoral	19	27100	410	0
Left	19	27100	420	19
Orthodox	19	27100	420	0
Arab-Israeli	19	27100	420	329
Micro	19	27100	420	0
Right	19	27100	420	1
Secular Centre	19	27100	420	3
Sectoral	19	27100	420	0
Left	19	27100	430	5
Orthodox	19	27100	430	5
Arab-Israeli	19	27100	430	270
Micro	19	27100	430	2
Right	19	27100	430	0
Secular Centre	19	27100	430	0
Sectoral	19	27100	430	0
Left	19	27100	440	2
Orthodox	19	27100	440	2
Arab-Israeli	19	27100	440	252
Micro	19	27100	440	0
Right	19	27100	440	0
Secular Centre	19	27100	440	0
Sectoral	19	27100	440	0
Left	19	20240	10	50
Orthodox	19	20240	10	6
Arab-Israeli	19	20240	10	245
Micro	19	20240	10	4
Right	19	20240	10	4
Secular Centre	19	20240	10	0
Sectoral	19	20240	10	1
Left	19	13580	10	1
Orthodox	19	13580	10	32
Arab-Israeli	19	13580	10	204
Micro	19	13580	10	2
Right	19	13580	10	4
Secular Centre	19	13580	10	2
Sectoral	19	13580	10	2
Left	19	13580	20	6
Orthodox	19	13580	20	25
Arab-Israeli	19	13580	20	231
Micro	19	13580	20	4
Right	19	13580	20	8
Secular Centre	19	13580	20	0
Sectoral	19	13580	20	0
Left	19	11080	10	18
Orthodox	19	11080	10	8
Arab-Israeli	19	11080	10	0
Micro	19	11080	10	3
Right	19	11080	10	89
Secular Centre	19	11080	10	25
Sectoral	19	11080	10	3
Left	19	6800	10	123
Orthodox	19	6800	10	7
Arab-Israeli	19	6800	10	0
Micro	19	6800	10	7
Right	19	6800	10	41
Secular Centre	19	6800	10	158
Sectoral	19	6800	10	3
Left	19	310	10	24
Orthodox	19	310	10	62
Arab-Israeli	19	310	10	0
Micro	19	310	10	3
Right	19	310	10	100
Secular Centre	19	310	10	23
Sectoral	19	310	10	5
Left	19	310	20	9
Orthodox	19	310	20	131
Arab-Israeli	19	310	20	0
Micro	19	310	20	11
Right	19	310	20	132
Secular Centre	19	310	20	38
Sectoral	19	310	20	6
Left	19	310	30	15
Orthodox	19	310	30	63
Arab-Israeli	19	310	30	0
Micro	19	310	30	8
Right	19	310	30	139
Secular Centre	19	310	30	36
Sectoral	19	310	30	0
Left	19	310	40	37
Orthodox	19	310	40	113
Arab-Israeli	19	310	40	3
Micro	19	310	40	6
Right	19	310	40	142
Secular Centre	19	310	40	27
Sectoral	19	310	40	2
Left	19	310	50	9
Orthodox	19	310	50	41
Arab-Israeli	19	310	50	4
Micro	19	310	50	17
Right	19	310	50	97
Secular Centre	19	310	50	29
Sectoral	19	310	50	5
Left	19	310	60	21
Orthodox	19	310	60	104
Arab-Israeli	19	310	60	0
Micro	19	310	60	5
Right	19	310	60	203
Secular Centre	19	310	60	33
Sectoral	19	310	60	1
Left	19	310	70	18
Orthodox	19	310	70	86
Arab-Israeli	19	310	70	1
Micro	19	310	70	8
Right	19	310	70	151
Secular Centre	19	310	70	46
Sectoral	19	310	70	2
Left	19	310	80	18
Orthodox	19	310	80	82
Arab-Israeli	19	310	80	0
Micro	19	310	80	6
Right	19	310	80	167
Secular Centre	19	310	80	36
Sectoral	19	310	80	3
Left	19	310	90	32
Orthodox	19	310	90	70
Arab-Israeli	19	310	90	1
Micro	19	310	90	6
Right	19	310	90	155
Secular Centre	19	310	90	57
Sectoral	19	310	90	5
Left	19	310	100	5
Orthodox	19	310	100	339
Arab-Israeli	19	310	100	0
Micro	19	310	100	10
Right	19	310	100	60
Secular Centre	19	310	100	12
Sectoral	19	310	100	1
Left	19	310	110	5
Orthodox	19	310	110	353
Arab-Israeli	19	310	110	0
Micro	19	310	110	8
Right	19	310	110	40
Secular Centre	19	310	110	7
Sectoral	19	310	110	2
Left	19	310	120	3
Orthodox	19	310	120	476
Arab-Israeli	19	310	120	2
Micro	19	310	120	7
Right	19	310	120	31
Secular Centre	19	310	120	4
Sectoral	19	310	120	3
Left	19	310	130	18
Orthodox	19	310	130	120
Arab-Israeli	19	310	130	0
Micro	19	310	130	5
Right	19	310	130	170
Secular Centre	19	310	130	46
Sectoral	19	310	130	1
