Bloc	Knesset	Locality	Station	Votes
Arab-Israeli	20	966	3	98
Micro	20	966	3	12
Right	20	966	3	4
Secular Centre	20	966	3	11
Sectoral	20	966	3	0
Left	20	966	4	11
Orthodox	20	966	4	3
Arab-Israeli	20	966	4	112
Micro	20	966	4	7
Right	20	966	4	0
Secular Centre	20	966	4	7
Sectoral	20	966	4	1
Left	20	966	5	8
Orthodox	20	966	5	7
Arab-Israeli	20	966	5	99
Micro	20	966	5	10
Right	20	966	5	2
Secular Centre	20	966	5	3
Sectoral	20	966	5	0
Left	20	961	1	4
Orthodox	20	961	1	1
Arab-Israeli	20	961	1	81
Micro	20	961	1	3
Right	20	961	1	2
Secular Centre	20	961	1	2
Sectoral	20	961	1	0
Left	20	961	2	8
Orthodox	20	961	2	1
Arab-Israeli	20	961	2	191
Micro	20	961	2	3
Right	20	961	2	6
Secular Centre	20	961	2	0
Sectoral	20	961	2	0
Left	20	961	3	12
Orthodox	20	961	3	2
Arab-Israeli	20	961	3	152
Micro	20	961	3	15
Right	20	961	3	0
Secular Centre	20	961	3	2
Sectoral	20	961	3	0
Left	20	961	4	8
Orthodox	20	961	4	1
Arab-Israeli	20	961	4	182
Micro	20	961	4	10
Right	20	961	4	2
Secular Centre	20	961	4	1
Sectoral	20	961	4	1
Left	20	961	5	11
Orthodox	20	961	5	1
Arab-Israeli	20	961	5	174
Micro	20	961	5	12
Right	20	961	5	0
Secular Centre	20	961	5	0
Sectoral	20	961	5	0
Left	20	961	6	8
Orthodox	20	961	6	4
Arab-Israeli	20	961	6	188
Micro	20	961	6	10
Right	20	961	6	0
Secular Centre	20	961	6	0
Sectoral	20	961	6	1
Left	20	961	7	10
Orthodox	20	961	7	1
Arab-Israeli	20	961	7	144
Micro	20	961	7	5
Right	20	961	7	1
Secular Centre	20	961	7	0
Sectoral	20	961	7	1
Left	20	652	1	22
Orthodox	20	652	1	2
Arab-Israeli	20	652	1	185
Micro	20	652	1	7
Right	20	652	1	3
Secular Centre	20	652	1	6
Sectoral	20	652	1	0
Left	20	652	2	5
Orthodox	20	652	2	1
Arab-Israeli	20	652	2	193
Micro	20	652	2	2
Right	20	652	2	1
Secular Centre	20	652	2	1
Sectoral	20	652	2	0
Left	20	652	3	30
Orthodox	20	652	3	2
Arab-Israeli	20	652	3	322
Micro	20	652	3	4
Right	20	652	3	3
Secular Centre	20	652	3	3
Sectoral	20	652	3	0
Left	20	1275	1	114
Orthodox	20	1275	1	0
Arab-Israeli	20	1275	1	2
Micro	20	1275	1	0
Right	20	1275	1	34
Secular Centre	20	1275	1	32
Sectoral	20	1275	1	5
Left	20	679	1	194
Orthodox	20	679	1	2
Arab-Israeli	20	679	1	0
Micro	20	679	1	0
Right	20	679	1	101
Secular Centre	20	679	1	111
Sectoral	20	679	1	5
Left	20	1115	1	6
Orthodox	20	1115	1	45
Arab-Israeli	20	1115	1	0
Micro	20	1115	1	0
Right	20	1115	1	155
Secular Centre	20	1115	1	19
Sectoral	20	1115	1	3
Left	20	819	1	288
Orthodox	20	819	1	7
Arab-Israeli	20	819	1	0
Micro	20	819	1	0
Right	20	819	1	67
Secular Centre	20	819	1	108
Sectoral	20	819	1	5
Left	20	175	1	193
Orthodox	20	175	1	4
Arab-Israeli	20	175	1	0
Micro	20	175	1	1
Right	20	175	1	57
Secular Centre	20	175	1	62
Sectoral	20	175	1	1
Left	20	175	2	258
Orthodox	20	175	2	1
Arab-Israeli	20	175	2	1
Micro	20	175	2	2
Right	20	175	2	46
Secular Centre	20	175	2	102
Sectoral	20	175	2	4
Left	20	2052	1	17
Orthodox	20	2052	1	35
Arab-Israeli	20	2052	1	0
Micro	20	2052	1	0
Right	20	2052	1	200
Secular Centre	20	2052	1	34
Sectoral	20	2052	1	2
Left	20	1070	1	106
Orthodox	20	1070	1	25
Arab-Israeli	20	1070	1	3
Micro	20	1070	1	1
Right	20	1070	1	189
Secular Centre	20	1070	1	80
Sectoral	20	1070	1	2
Left	20	1220	1	82
Orthodox	20	1220	1	5
Arab-Israeli	20	1220	1	3
Micro	20	1220	1	0
Right	20	1220	1	10
Secular Centre	20	1220	1	18
Sectoral	20	1220	1	4
Left	20	182	1	247
Orthodox	20	182	1	32
Arab-Israeli	20	182	1	0
Micro	20	182	1	2
Right	20	182	1	138
Secular Centre	20	182	1	146
Sectoral	20	182	1	9
Left	20	182	2	139
Orthodox	20	182	2	29
Arab-Israeli	20	182	2	0
Micro	20	182	2	1
Right	20	182	2	151
Secular Centre	20	182	2	108
Sectoral	20	182	2	8
Left	20	182	3	309
Orthodox	20	182	3	5
Arab-Israeli	20	182	3	1
Micro	20	182	3	2
Right	20	182	3	107
Secular Centre	20	182	3	196
Sectoral	20	182	3	4
Left	20	182	4	287
Orthodox	20	182	4	6
Arab-Israeli	20	182	4	0
Micro	20	182	4	4
Right	20	182	4	100
Secular Centre	20	182	4	148
Sectoral	20	182	4	9
Left	20	182	5	141
Orthodox	20	182	5	13
Arab-Israeli	20	182	5	0
Micro	20	182	5	1
Right	20	182	5	135
Secular Centre	20	182	5	127
Sectoral	20	182	5	6
Left	20	182	6	279
Orthodox	20	182	6	9
Arab-Israeli	20	182	6	2
Micro	20	182	6	1
Right	20	182	6	81
Secular Centre	20	182	6	178
Sectoral	20	182	6	6
Left	20	182	7	250
Orthodox	20	182	7	8
Arab-Israeli	20	182	7	0
Micro	20	182	7	3
Right	20	182	7	128
Secular Centre	20	182	7	183
Sectoral	20	182	7	1
Left	20	182	8	77
Orthodox	20	182	8	30
Arab-Israeli	20	182	8	0
Micro	20	182	8	2
Right	20	182	8	175
Secular Centre	20	182	8	92
Sectoral	20	182	8	2
Left	20	182	9	251
Orthodox	20	182	9	1
Arab-Israeli	20	182	9	3
Micro	20	182	9	3
Right	20	182	9	47
Secular Centre	20	182	9	101
Sectoral	20	182	9	2
Left	20	182	10	206
Orthodox	20	182	10	19
Arab-Israeli	20	182	10	0
Micro	20	182	10	0
Right	20	182	10	142
Secular Centre	20	182	10	134
Sectoral	20	182	10	4
Left	20	182	11	295
Orthodox	20	182	11	8
Arab-Israeli	20	182	11	0
Micro	20	182	11	0
Right	20	182	11	116
Secular Centre	20	182	11	185
Sectoral	20	182	11	5
Left	20	182	12	208
Orthodox	20	182	12	3
Arab-Israeli	20	182	12	2
Micro	20	182	12	0
Right	20	182	12	64
Secular Centre	20	182	12	76
Sectoral	20	182	12	3
Left	20	182	13	43
Orthodox	20	182	13	22
Arab-Israeli	20	182	13	0
Micro	20	182	13	0
Right	20	182	13	223
Secular Centre	20	182	13	63
Sectoral	20	182	13	12
Left	20	182	14	248
Orthodox	20	182	14	16
Arab-Israeli	20	182	14	0
Micro	20	182	14	1
Right	20	182	14	62
Secular Centre	20	182	14	108
Sectoral	20	182	14	7
Left	20	182	15	241
Orthodox	20	182	15	1
Arab-Israeli	20	182	15	1
Micro	20	182	15	2
Right	20	182	15	77
Secular Centre	20	182	15	124
Sectoral	20	182	15	2
Left	20	1081	1	28
Orthodox	20	1081	1	34
Arab-Israeli	20	1081	1	0
Micro	20	1081	1	0
Right	20	1081	1	101
Secular Centre	20	1081	1	31
Sectoral	20	1081	1	4
Left	20	783	1	86
Orthodox	20	783	1	16
Arab-Israeli	20	783	1	0
Micro	20	783	1	2
Right	20	783	1	201
Secular Centre	20	783	1	64
Sectoral	20	783	1	10
Left	20	400	1	8
Orthodox	20	400	1	143
Arab-Israeli	20	400	1	0
Micro	20	400	1	1
Right	20	400	1	348
Secular Centre	20	400	1	17
Sectoral	20	400	1	2
Left	20	4011	1	4
Orthodox	20	4011	1	50
Arab-Israeli	20	4011	1	0
Micro	20	4011	1	2
Right	20	4011	1	207
Secular Centre	20	4011	1	14
Sectoral	20	4011	1	8
Left	20	3793	1	1
Orthodox	20	3793	1	132
Arab-Israeli	20	3793	1	0
Micro	20	3793	1	1
Right	20	3793	1	395
Secular Centre	20	3793	1	9
Sectoral	20	3793	1	1
Left	20	3793	2	2
Orthodox	20	3793	2	41
Arab-Israeli	20	3793	2	0
Micro	20	3793	2	0
Right	20	3793	2	145
Secular Centre	20	3793	2	5
Sectoral	20	3793	2	1
Left	20	1311	1	22
Orthodox	20	1311	1	2
Arab-Israeli	20	1311	1	0
Micro	20	1311	1	2
Right	20	1311	1	79
Secular Centre	20	1311	1	25
Sectoral	20	1311	1	8
Left	20	3759	1	25
Orthodox	20	3759	1	19
Arab-Israeli	20	3759	1	0
Micro	20	3759	1	0
Right	20	3759	1	99
Secular Centre	20	3759	1	29
Sectoral	20	3759	1	4
Left	20	113	1	2
Orthodox	20	113	1	67
Arab-Israeli	20	113	1	0
Micro	20	113	1	0
Right	20	113	1	79
Secular Centre	20	113	1	11
Sectoral	20	113	1	1
Left	20	1068	1	87
Orthodox	20	1068	1	0
Arab-Israeli	20	1068	1	12
Micro	20	1068	1	4
Right	20	1068	1	21
Secular Centre	20	1068	1	23
Sectoral	20	1068	1	13
Left	20	1123	1	21
Orthodox	20	1123	1	36
Arab-Israeli	20	1123	1	1
Micro	20	1123	1	3
Right	20	1123	1	281
Secular Centre	20	1123	1	36
Sectoral	20	1123	1	3
Left	20	446	1	348
Orthodox	20	446	1	6
Arab-Israeli	20	446	1	0
Micro	20	446	1	1
Right	20	446	1	91
Secular Centre	20	446	1	134
Sectoral	20	446	1	8
Left	20	4010	1	34
Orthodox	20	4010	1	0
Arab-Israeli	20	4010	1	0
Micro	20	4010	1	0
Right	20	4010	1	17
Secular Centre	20	4010	1	24
Sectoral	20	4010	1	5
Left	20	1046	1	67
Orthodox	20	1046	1	9
Arab-Israeli	20	1046	1	2
Micro	20	1046	1	0
Right	20	1046	1	72
Secular Centre	20	1046	1	34
Sectoral	20	1046	1	2
Left	20	2710	1	1
Orthodox	20	2710	1	1
Arab-Israeli	20	2710	1	263
Micro	20	2710	1	1
Right	20	2710	1	0
Secular Centre	20	2710	1	0
Sectoral	20	2710	1	0
Left	20	2710	2	12
Orthodox	20	2710	2	0
Arab-Israeli	20	2710	2	440
Micro	20	2710	2	4
Right	20	2710	2	1
Secular Centre	20	2710	2	0
Sectoral	20	2710	2	0
Left	20	2710	3	6
Orthodox	20	2710	3	5
Arab-Israeli	20	2710	3	430
Micro	20	2710	3	0
Right	20	2710	3	0
Secular Centre	20	2710	3	0
Sectoral	20	2710	3	0
Left	20	2710	4	10
Orthodox	20	2710	4	0
Arab-Israeli	20	2710	4	412
Micro	20	2710	4	2
Right	20	2710	4	2
Secular Centre	20	2710	4	0
Sectoral	20	2710	4	0
Left	20	2710	5	4
Orthodox	20	2710	5	1
Arab-Israeli	20	2710	5	345
Micro	20	2710	5	1
Right	20	2710	5	2
Secular Centre	20	2710	5	1
Sectoral	20	2710	5	0
Left	20	2710	6	2
Orthodox	20	2710	6	1
Arab-Israeli	20	2710	6	364
Micro	20	2710	6	4
Right	20	2710	6	1
Secular Centre	20	2710	6	4
Sectoral	20	2710	6	0
Left	20	2710	7	4
Orthodox	20	2710	7	0
Arab-Israeli	20	2710	7	251
Micro	20	2710	7	0
Right	20	2710	7	0
Secular Centre	20	2710	7	1
Sectoral	20	2710	7	0
Left	20	2710	8	6
Orthodox	20	2710	8	2
Arab-Israeli	20	2710	8	335
Micro	20	2710	8	2
Right	20	2710	8	1
Secular Centre	20	2710	8	0
Sectoral	20	2710	8	0
Left	20	2710	9	9
Orthodox	20	2710	9	0
Arab-Israeli	20	2710	9	414
Micro	20	2710	9	0
Right	20	2710	9	1
Secular Centre	20	2710	9	0
Sectoral	20	2710	9	0
Left	20	2710	10	34
Orthodox	20	2710	10	1
Arab-Israeli	20	2710	10	401
Micro	20	2710	10	0
Right	20	2710	10	1
Secular Centre	20	2710	10	0
Sectoral	20	2710	10	0
Left	20	2710	11	3
Orthodox	20	2710	11	0
Arab-Israeli	20	2710	11	405
Micro	20	2710	11	2
Right	20	2710	11	1
Secular Centre	20	2710	11	0
Sectoral	20	2710	11	0
Left	20	2710	12	7
Orthodox	20	2710	12	0
Arab-Israeli	20	2710	12	392
Micro	20	2710	12	0
Right	20	2710	12	0
Secular Centre	20	2710	12	0
Sectoral	20	2710	12	0
Left	20	2710	13	6
Orthodox	20	2710	13	0
Arab-Israeli	20	2710	13	376
Micro	20	2710	13	1
Right	20	2710	13	0
Secular Centre	20	2710	13	0
Sectoral	20	2710	13	0
Left	20	2710	14	6
Orthodox	20	2710	14	0
Arab-Israeli	20	2710	14	317
Micro	20	2710	14	0
Right	20	2710	14	0
Secular Centre	20	2710	14	2
Sectoral	20	2710	14	0
Left	20	2710	15	7
Orthodox	20	2710	15	0
Arab-Israeli	20	2710	15	517
Micro	20	2710	15	6
Right	20	2710	15	1
Secular Centre	20	2710	15	0
Sectoral	20	2710	15	1
Left	20	2710	16	5
Orthodox	20	2710	16	1
Arab-Israeli	20	2710	16	298
Micro	20	2710	16	4
Right	20	2710	16	2
Secular Centre	20	2710	16	0
Sectoral	20	2710	16	0
Left	20	2710	17	2
Orthodox	20	2710	17	0
Arab-Israeli	20	2710	17	427
Micro	20	2710	17	3
Right	20	2710	17	1
Secular Centre	20	2710	17	0
Sectoral	20	2710	17	0
Left	20	2710	18	8
Orthodox	20	2710	18	0
Arab-Israeli	20	2710	18	443
Micro	20	2710	18	8
Right	20	2710	18	1
Secular Centre	20	2710	18	1
Sectoral	20	2710	18	0
Left	20	2710	19	35
Orthodox	20	2710	19	0
Arab-Israeli	20	2710	19	593
Micro	20	2710	19	1
Right	20	2710	19	0
Secular Centre	20	2710	19	0
Sectoral	20	2710	19	0
Left	20	2710	20	9
Orthodox	20	2710	20	1
Arab-Israeli	20	2710	20	478
Micro	20	2710	20	0
Right	20	2710	20	1
Secular Centre	20	2710	20	0
Sectoral	20	2710	20	0
Left	20	2710	21	18
Orthodox	20	2710	21	0
Arab-Israeli	20	2710	21	474
Micro	20	2710	21	2
Right	20	2710	21	0
Secular Centre	20	2710	21	0
Sectoral	20	2710	21	0
Left	20	2710	22	9
Orthodox	20	2710	22	0
Arab-Israeli	20	2710	22	252
Micro	20	2710	22	2
Right	20	2710	22	0
Secular Centre	20	2710	22	1
Sectoral	20	2710	22	0
Left	20	2710	23	3
Orthodox	20	2710	23	0
Arab-Israeli	20	2710	23	371
Micro	20	2710	23	0
Right	20	2710	23	0
Secular Centre	20	2710	23	0
Sectoral	20	2710	23	0
Left	20	2710	24	1
Orthodox	20	2710	24	0
Arab-Israeli	20	2710	24	430
Micro	20	2710	24	0
Right	20	2710	24	0
Secular Centre	20	2710	24	0
Sectoral	20	2710	24	0
Left	20	2710	25	5
Orthodox	20	2710	25	0
Arab-Israeli	20	2710	25	360
Micro	20	2710	25	1
Right	20	2710	25	0
Secular Centre	20	2710	25	0
Sectoral	20	2710	25	0
Left	20	2710	26	11
Orthodox	20	2710	26	0
Arab-Israeli	20	2710	26	360
Micro	20	2710	26	0
Right	20	2710	26	0
Secular Centre	20	2710	26	0
Sectoral	20	2710	26	0
Left	20	2710	27	3
Orthodox	20	2710	27	0
Arab-Israeli	20	2710	27	262
Micro	20	2710	27	1
Right	20	2710	27	0
Secular Centre	20	2710	27	0
Sectoral	20	2710	27	0
Left	20	2710	28	2
Orthodox	20	2710	28	1
Arab-Israeli	20	2710	28	364
Micro	20	2710	28	3
Right	20	2710	28	0
Secular Centre	20	2710	28	2
Sectoral	20	2710	28	1
Left	20	2710	29	11
Orthodox	20	2710	29	0
Arab-Israeli	20	2710	29	381
Micro	20	2710	29	2
Right	20	2710	29	0
Secular Centre	20	2710	29	0
Sectoral	20	2710	29	0
Left	20	2710	30	11
Orthodox	20	2710	30	0
Arab-Israeli	20	2710	30	345
Micro	20	2710	30	3
Right	20	2710	30	1
Secular Centre	20	2710	30	0
Sectoral	20	2710	30	0
Left	20	2710	31	16
Orthodox	20	2710	31	0
Arab-Israeli	20	2710	31	357
Micro	20	2710	31	1
Right	20	2710	31	0
Secular Centre	20	2710	31	0
Sectoral	20	2710	31	0
Left	20	2710	32	3
Orthodox	20	2710	32	0
Arab-Israeli	20	2710	32	293
Micro	20	2710	32	0
Right	20	2710	32	2
Secular Centre	20	2710	32	0
Sectoral	20	2710	32	0
Left	20	2710	33	0
Orthodox	20	2710	33	0
Arab-Israeli	20	2710	33	529
Micro	20	2710	33	8
Right	20	2710	33	0
Secular Centre	20	2710	33	0
Sectoral	20	2710	33	0
Left	20	2710	34	7
Orthodox	20	2710	34	0
Arab-Israeli	20	2710	34	340
Micro	20	2710	34	1
Right	20	2710	34	0
Secular Centre	20	2710	34	0
Sectoral	20	2710	34	0
Left	20	2710	35	5
Orthodox	20	2710	35	0
Arab-Israeli	20	2710	35	312
Micro	20	2710	35	0
Right	20	2710	35	1
Secular Centre	20	2710	35	0
Sectoral	20	2710	35	0
Left	20	2710	36	1
Orthodox	20	2710	36	0
Arab-Israeli	20	2710	36	381
Micro	20	2710	36	0
Right	20	2710	36	0
Secular Centre	20	2710	36	2
Sectoral	20	2710	36	0
Left	20	2710	37	11
Orthodox	20	2710	37	0
Arab-Israeli	20	2710	37	425
Micro	20	2710	37	0
Right	20	2710	37	0
Secular Centre	20	2710	37	0
Sectoral	20	2710	37	0
Left	20	2710	39	25
Orthodox	20	2710	39	0
Arab-Israeli	20	2710	39	359
Micro	20	2710	39	1
Right	20	2710	39	1
Secular Centre	20	2710	39	1
Sectoral	20	2710	39	0
Left	20	2710	41	8
Orthodox	20	2710	41	0
Arab-Israeli	20	2710	41	291
Micro	20	2710	41	1
Right	20	2710	41	0
Secular Centre	20	2710	41	0
Sectoral	20	2710	41	0
Left	20	2710	42	13
Orthodox	20	2710	42	0
Arab-Israeli	20	2710	42	373
Micro	20	2710	42	0
Right	20	2710	42	2
Secular Centre	20	2710	42	0
Sectoral	20	2710	42	0
Left	20	2710	43	33
Orthodox	20	2710	43	0
Arab-Israeli	20	2710	43	311
Micro	20	2710	43	0
Right	20	2710	43	0
Secular Centre	20	2710	43	0
Sectoral	20	2710	43	1
Left	20	2710	44	3
Orthodox	20	2710	44	0
Arab-Israeli	20	2710	44	315
Micro	20	2710	44	0
Right	20	2710	44	0
Secular Centre	20	2710	44	0
Sectoral	20	2710	44	1
Left	20	2710	45	4
Orthodox	20	2710	45	0
Arab-Israeli	20	2710	45	376
Micro	20	2710	45	1
Right	20	2710	45	1
Secular Centre	20	2710	45	1
Sectoral	20	2710	45	0
Left	20	2710	46	6
Orthodox	20	2710	46	0
Arab-Israeli	20	2710	46	312
Micro	20	2710	46	3
Right	20	2710	46	0
Secular Centre	20	2710	46	0
Sectoral	20	2710	46	0
Left	20	2710	47	4
Orthodox	20	2710	47	0
Arab-Israeli	20	2710	47	411
Micro	20	2710	47	0
Right	20	2710	47	0
Secular Centre	20	2710	47	1
Sectoral	20	2710	47	0
Left	20	2710	48	33
Orthodox	20	2710	48	0
Arab-Israeli	20	2710	48	454
Micro	20	2710	48	0
Right	20	2710	48	1
Secular Centre	20	2710	48	0
Sectoral	20	2710	48	0
Left	20	2710	49	6
Orthodox	20	2710	49	0
Arab-Israeli	20	2710	49	357
Micro	20	2710	49	0
Right	20	2710	49	0
Secular Centre	20	2710	49	11
Sectoral	20	2710	49	0
Left	20	2710	50	7
Orthodox	20	2710	50	1
Arab-Israeli	20	2710	50	392
Micro	20	2710	50	1
Right	20	2710	50	2
Secular Centre	20	2710	50	1
Sectoral	20	2710	50	0
Left	20	2710	51	1
Orthodox	20	2710	51	0
Arab-Israeli	20	2710	51	341
Micro	20	2710	51	2
Right	20	2710	51	1
Secular Centre	20	2710	51	0
Sectoral	20	2710	51	0
Left	20	2710	52	11
Orthodox	20	2710	52	2
Arab-Israeli	20	2710	52	426
Micro	20	2710	52	2
Right	20	2710	52	0
Secular Centre	20	2710	52	0
Sectoral	20	2710	52	0
Left	20	2710	53	7
Orthodox	20	2710	53	0
Arab-Israeli	20	2710	53	430
Micro	20	2710	53	1
Right	20	2710	53	2
Secular Centre	20	2710	53	0
Sectoral	20	2710	53	0
Left	20	2710	54	1
Orthodox	20	2710	54	0
Arab-Israeli	20	2710	54	424
Micro	20	2710	54	0
Right	20	2710	54	2
Secular Centre	20	2710	54	0
Sectoral	20	2710	54	0
Left	20	2024	1	32
Orthodox	20	2024	1	5
Arab-Israeli	20	2024	1	477
Micro	20	2024	1	3
Right	20	2024	1	1
Secular Centre	20	2024	1	1
Sectoral	20	2024	1	0
Left	20	1358	1	10
Orthodox	20	1358	1	2
Arab-Israeli	20	1358	1	232
Micro	20	1358	1	18
Right	20	1358	1	2
Secular Centre	20	1358	1	18
Sectoral	20	1358	1	0
Left	20	1358	2	26
Orthodox	20	1358	2	3
Arab-Israeli	20	1358	2	241
Micro	20	1358	2	17
Right	20	1358	2	4
Secular Centre	20	1358	2	16
Sectoral	20	1358	2	0
Left	20	1108	1	22
Orthodox	20	1108	1	9
Arab-Israeli	20	1108	1	0
Micro	20	1108	1	1
Right	20	1108	1	120
Secular Centre	20	1108	1	21
Sectoral	20	1108	1	4
Left	20	680	1	209
Orthodox	20	680	1	3
Arab-Israeli	20	680	1	0
Micro	20	680	1	0
Right	20	680	1	51
Secular Centre	20	680	1	84
Sectoral	20	680	1	4
Left	20	31	1	28
Orthodox	20	31	1	51
Arab-Israeli	20	31	1	0
Micro	20	31	1	1
Right	20	31	1	135
Secular Centre	20	31	1	23
Sectoral	20	31	1	5
Left	20	31	2	23
Orthodox	20	31	2	139
Arab-Israeli	20	31	2	0
Micro	20	31	2	0
Right	20	31	2	183
Secular Centre	20	31	2	33
Sectoral	20	31	2	7
Left	20	31	3	17
Orthodox	20	31	3	84
Arab-Israeli	20	31	3	0
Micro	20	31	3	1
Right	20	31	3	158
Secular Centre	20	31	3	41
Sectoral	20	31	3	4
Left	20	31	4	49
Orthodox	20	31	4	104
Arab-Israeli	20	31	4	4
Micro	20	31	4	1
Right	20	31	4	153
Secular Centre	20	31	4	44
Sectoral	20	31	4	1
Left	20	31	5	15
Orthodox	20	31	5	41
Arab-Israeli	20	31	5	1
Micro	20	31	5	3
Right	20	31	5	134
Secular Centre	20	31	5	19
Sectoral	20	31	5	4
Left	20	31	6	32
Orthodox	20	31	6	103
Arab-Israeli	20	31	6	1
Micro	20	31	6	4
Right	20	31	6	251
Secular Centre	20	31	6	49
Sectoral	20	31	6	3
Left	20	31	7	22
