Bloc	Knesset	Locality	Station	Votes
Orthodox	17	260	30	17
Arab-Israeli	17	260	30	0
Micro	17	260	30	7
Sectoral	17	260	30	50
Right	17	260	30	70
Secular Centre	17	260	30	140
Left	17	270	10	47
Orthodox	17	270	10	58
Arab-Israeli	17	270	10	0
Micro	17	270	10	2
Sectoral	17	270	10	1
Right	17	270	10	18
Secular Centre	17	270	10	13
Left	17	280	10	96
Orthodox	17	280	10	31
Arab-Israeli	17	280	10	0
Micro	17	280	10	7
Sectoral	17	280	10	40
Right	17	280	10	71
Secular Centre	17	280	10	138
Left	17	280	20	65
Orthodox	17	280	20	6
Arab-Israeli	17	280	20	0
Micro	17	280	20	7
Sectoral	17	280	20	39
Right	17	280	20	89
Secular Centre	17	280	20	157
Left	17	280	30	82
Orthodox	17	280	30	21
Arab-Israeli	17	280	30	2
Micro	17	280	30	12
Sectoral	17	280	30	40
Right	17	280	30	69
Secular Centre	17	280	30	102
Left	17	280	40	173
Orthodox	17	280	40	6
Arab-Israeli	17	280	40	0
Micro	17	280	40	16
Sectoral	17	280	40	88
Right	17	280	40	89
Secular Centre	17	280	40	189
Left	17	280	50	73
Orthodox	17	280	50	62
Arab-Israeli	17	280	50	1
Micro	17	280	50	20
Sectoral	17	280	50	31
Right	17	280	50	77
Secular Centre	17	280	50	96
Left	17	280	60	130
Orthodox	17	280	60	11
Arab-Israeli	17	280	60	0
Micro	17	280	60	3
Sectoral	17	280	60	54
Right	17	280	60	50
Secular Centre	17	280	60	161
Left	17	280	70	210
Orthodox	17	280	70	8
Arab-Israeli	17	280	70	1
Micro	17	280	70	21
Sectoral	17	280	70	55
Right	17	280	70	90
Secular Centre	17	280	70	135
Left	17	280	80	89
Orthodox	17	280	80	21
Arab-Israeli	17	280	80	0
Micro	17	280	80	8
Sectoral	17	280	80	41
Right	17	280	80	46
Secular Centre	17	280	80	98
Left	17	280	90	126
Orthodox	17	280	90	14
Arab-Israeli	17	280	90	0
Micro	17	280	90	7
Sectoral	17	280	90	56
Right	17	280	90	56
Secular Centre	17	280	90	182
Left	17	280	100	42
Orthodox	17	280	100	36
Arab-Israeli	17	280	100	0
Micro	17	280	100	15
Sectoral	17	280	100	15
Right	17	280	100	64
Secular Centre	17	280	100	39
Left	17	290	10	72
Orthodox	17	290	10	3
Arab-Israeli	17	290	10	0
Micro	17	290	10	8
Sectoral	17	290	10	29
Right	17	290	10	59
Secular Centre	17	290	10	81
Left	17	290	20	107
Orthodox	17	290	20	5
Arab-Israeli	17	290	20	0
Micro	17	290	20	12
Sectoral	17	290	20	59
Right	17	290	20	51
Secular Centre	17	290	20	156
Left	17	310	10	69
Orthodox	17	310	10	41
Arab-Israeli	17	310	10	0
Micro	17	310	10	5
Sectoral	17	310	10	2
Right	17	310	10	56
Secular Centre	17	310	10	21
Left	17	310	20	81
Orthodox	17	310	20	101
Arab-Israeli	17	310	20	3
Micro	17	310	20	3
Sectoral	17	310	20	4
Right	17	310	20	60
Secular Centre	17	310	20	21
Left	17	310	30	73
Orthodox	17	310	30	83
Arab-Israeli	17	310	30	0
Micro	17	310	30	18
Sectoral	17	310	30	8
Right	17	310	30	84
Secular Centre	17	310	30	30
Left	17	310	40	99
Orthodox	17	310	40	80
Arab-Israeli	17	310	40	0
Micro	17	310	40	10
Sectoral	17	310	40	7
Right	17	310	40	68
Secular Centre	17	310	40	30
Left	17	310	50	47
Orthodox	17	310	50	38
Arab-Israeli	17	310	50	0
Micro	17	310	50	1
Sectoral	17	310	50	4
Right	17	310	50	101
Secular Centre	17	310	50	26
Left	17	310	60	76
Orthodox	17	310	60	67
Arab-Israeli	17	310	60	0
Micro	17	310	60	7
Sectoral	17	310	60	5
Right	17	310	60	138
Secular Centre	17	310	60	23
Left	17	310	70	109
Orthodox	17	310	70	62
Arab-Israeli	17	310	70	0
Micro	17	310	70	7
Sectoral	17	310	70	7
Right	17	310	70	114
Secular Centre	17	310	70	35
Left	17	310	80	85
Orthodox	17	310	80	109
Arab-Israeli	17	310	80	1
Micro	17	310	80	13
Sectoral	17	310	80	4
Right	17	310	80	160
Secular Centre	17	310	80	40
Left	17	310	90	86
Orthodox	17	310	90	68
Arab-Israeli	17	310	90	0
Micro	17	310	90	4
Sectoral	17	310	90	5
Right	17	310	90	130
Secular Centre	17	310	90	41
Left	17	310	100	47
Orthodox	17	310	100	356
Arab-Israeli	17	310	100	0
Micro	17	310	100	4
Sectoral	17	310	100	1
Right	17	310	100	68
Secular Centre	17	310	100	11
Left	17	310	110	41
Orthodox	17	310	110	436
Arab-Israeli	17	310	110	0
Micro	17	310	110	10
Sectoral	17	310	110	0
Right	17	310	110	44
Secular Centre	17	310	110	11
Left	17	310	120	17
Orthodox	17	310	120	316
Arab-Israeli	17	310	120	0
Micro	17	310	120	4
Sectoral	17	310	120	0
Right	17	310	120	28
Secular Centre	17	310	120	3
Left	17	310	130	88
Orthodox	17	310	130	134
Arab-Israeli	17	310	130	0
Micro	17	310	130	7
Sectoral	17	310	130	15
Right	17	310	130	169
Secular Centre	17	310	130	58
Left	17	310	140	62
Orthodox	17	310	140	304
Arab-Israeli	17	310	140	1
Micro	17	310	140	14
Sectoral	17	310	140	7
Right	17	310	140	117
Secular Centre	17	310	140	31
Left	17	310	150	31
Orthodox	17	310	150	247
Arab-Israeli	17	310	150	0
Micro	17	310	150	5
Sectoral	17	310	150	5
Right	17	310	150	73
Secular Centre	17	310	150	19
Left	17	310	160	67
Orthodox	17	310	160	46
Arab-Israeli	17	310	160	0
Micro	17	310	160	10
Sectoral	17	310	160	4
Right	17	310	160	200
Secular Centre	17	310	160	58
Left	17	310	170	111
Orthodox	17	310	170	79
Arab-Israeli	17	310	170	1
Micro	17	310	170	12
Sectoral	17	310	170	10
Right	17	310	170	152
Secular Centre	17	310	170	47
Left	17	310	180	81
Orthodox	17	310	180	73
Arab-Israeli	17	310	180	0
Micro	17	310	180	8
Sectoral	17	310	180	3
Right	17	310	180	98
Secular Centre	17	310	180	29
Left	17	310	190	69
Orthodox	17	310	190	44
Arab-Israeli	17	310	190	1
Micro	17	310	190	7
Sectoral	17	310	190	6
Right	17	310	190	190
Secular Centre	17	310	190	44
Left	17	310	200	62
Orthodox	17	310	200	37
Arab-Israeli	17	310	200	1
Micro	17	310	200	1
Sectoral	17	310	200	7
Right	17	310	200	221
Secular Centre	17	310	200	48
Left	17	310	210	55
Orthodox	17	310	210	54
Arab-Israeli	17	310	210	0
Micro	17	310	210	6
Sectoral	17	310	210	4
Right	17	310	210	122
Secular Centre	17	310	210	55
Left	17	310	220	108
Orthodox	17	310	220	104
Arab-Israeli	17	310	220	0
Micro	17	310	220	5
Sectoral	17	310	220	11
Right	17	310	220	190
Secular Centre	17	310	220	67
Left	17	310	230	58
Orthodox	17	310	230	36
Arab-Israeli	17	310	230	0
Micro	17	310	230	5
Sectoral	17	310	230	7
Right	17	310	230	141
Secular Centre	17	310	230	37
Left	17	310	250	52
Orthodox	17	310	250	31
Arab-Israeli	17	310	250	1
Micro	17	310	250	11
Sectoral	17	310	250	3
Right	17	310	250	187
Secular Centre	17	310	250	44
Left	17	310	260	45
Orthodox	17	310	260	38
Arab-Israeli	17	310	260	1
Micro	17	310	260	2
Sectoral	17	310	260	1
Right	17	310	260	78
Secular Centre	17	310	260	15
Left	17	310	280	24
Orthodox	17	310	280	345
Arab-Israeli	17	310	280	4
Micro	17	310	280	3
Sectoral	17	310	280	6
Right	17	310	280	111
Secular Centre	17	310	280	13
Left	17	320	10	41
Orthodox	17	320	10	167
Arab-Israeli	17	320	10	0
Micro	17	320	10	2
Sectoral	17	320	10	4
Right	17	320	10	27
Secular Centre	17	320	10	11
Left	17	330	10	55
Orthodox	17	330	10	4
Arab-Israeli	17	330	10	4
Micro	17	330	10	5
Sectoral	17	330	10	32
Right	17	330	10	42
Secular Centre	17	330	10	54
Left	17	350	10	142
Orthodox	17	350	10	1
Arab-Israeli	17	350	10	0
Micro	17	350	10	5
Sectoral	17	350	10	23
Right	17	350	10	9
Secular Centre	17	350	10	37
Left	17	360	10	68
Orthodox	17	360	10	48
Arab-Israeli	17	360	10	0
Micro	17	360	10	4
Sectoral	17	360	10	4
Right	17	360	10	28
Secular Centre	17	360	10	29
Left	17	370	10	5
Orthodox	17	370	10	97
Arab-Israeli	17	370	10	0
Micro	17	370	10	3
Sectoral	17	370	10	7
Right	17	370	10	61
Secular Centre	17	370	10	4
Left	17	390	10	11
Orthodox	17	390	10	57
Arab-Israeli	17	390	10	0
Micro	17	390	10	7
Sectoral	17	390	10	2
Right	17	390	10	49
Secular Centre	17	390	10	15
Left	17	410	10	48
Orthodox	17	410	10	154
Arab-Israeli	17	410	10	0
Micro	17	410	10	6
Sectoral	17	410	10	18
Right	17	410	10	109
Secular Centre	17	410	10	49
Left	17	410	20	87
Orthodox	17	410	20	142
Arab-Israeli	17	410	20	0
Micro	17	410	20	4
Sectoral	17	410	20	22
Right	17	410	20	160
Secular Centre	17	410	20	63
Left	17	410	30	57
Orthodox	17	410	30	153
Arab-Israeli	17	410	30	0
Micro	17	410	30	2
Sectoral	17	410	30	22
Right	17	410	30	116
Secular Centre	17	410	30	68
Left	17	430	10	86
Orthodox	17	430	10	10
Arab-Israeli	17	430	10	1
Micro	17	430	10	8
Sectoral	17	430	10	61
Right	17	430	10	44
Secular Centre	17	430	10	107
Left	17	430	20	148
Orthodox	17	430	20	4
Arab-Israeli	17	430	20	1
Micro	17	430	20	9
Sectoral	17	430	20	31
Right	17	430	20	45
Secular Centre	17	430	20	138
Left	17	440	10	49
Orthodox	17	440	10	60
Arab-Israeli	17	440	10	0
Micro	17	440	10	0
Sectoral	17	440	10	6
Right	17	440	10	37
Secular Centre	17	440	10	18
Left	17	460	10	49
Orthodox	17	460	10	149
Arab-Israeli	17	460	10	1
Micro	17	460	10	14
Sectoral	17	460	10	32
Right	17	460	10	80
Secular Centre	17	460	10	86
Left	17	460	20	33
Orthodox	17	460	20	126
Arab-Israeli	17	460	20	0
Micro	17	460	20	21
Sectoral	17	460	20	28
Right	17	460	20	80
Secular Centre	17	460	20	101
Left	17	460	30	47
Orthodox	17	460	30	176
Arab-Israeli	17	460	30	0
Micro	17	460	30	17
Sectoral	17	460	30	25
Right	17	460	30	78
Secular Centre	17	460	30	104
Left	17	470	10	133
Orthodox	17	470	10	10
Arab-Israeli	17	470	10	1
Micro	17	470	10	11
Sectoral	17	470	10	47
Right	17	470	10	60
Secular Centre	17	470	10	167
Left	17	470	20	133
Orthodox	17	470	20	12
Arab-Israeli	17	470	20	0
Micro	17	470	20	5
Sectoral	17	470	20	53
Right	17	470	20	63
Secular Centre	17	470	20	180
Left	17	470	30	155
Orthodox	17	470	30	14
Arab-Israeli	17	470	30	1
Micro	17	470	30	13
Sectoral	17	470	30	42
Right	17	470	30	60
Secular Centre	17	470	30	132
Left	17	480	10	56
Orthodox	17	480	10	71
Arab-Israeli	17	480	10	0
Micro	17	480	10	17
Sectoral	17	480	10	18
Right	17	480	10	62
Secular Centre	17	480	10	50
Left	17	480	20	62
Orthodox	17	480	20	69
Arab-Israeli	17	480	20	0
Micro	17	480	20	5
Sectoral	17	480	20	22
Right	17	480	20	64
Secular Centre	17	480	20	57
Left	17	490	10	49
Orthodox	17	490	10	13
Arab-Israeli	17	490	10	0
Micro	17	490	10	3
Sectoral	17	490	10	31
Right	17	490	10	56
Secular Centre	17	490	10	79
Left	17	520	10	57
Orthodox	17	520	10	69
Arab-Israeli	17	520	10	1
Micro	17	520	10	1
Sectoral	17	520	10	0
Right	17	520	10	15
Secular Centre	17	520	10	6
Left	17	530	10	82
Orthodox	17	530	10	45
Arab-Israeli	17	530	10	1
Micro	17	530	10	12
Sectoral	17	530	10	28
Right	17	530	10	102
Secular Centre	17	530	10	106
Left	17	530	20	25
Orthodox	17	530	20	68
Arab-Israeli	17	530	20	2
Micro	17	530	20	8
Sectoral	17	530	20	12
Right	17	530	20	114
Secular Centre	17	530	20	45
Left	17	530	30	88
Orthodox	17	530	30	84
Arab-Israeli	17	530	30	0
Micro	17	530	30	13
Sectoral	17	530	30	20
Right	17	530	30	123
Secular Centre	17	530	30	132
Left	17	530	40	118
Orthodox	17	530	40	42
Arab-Israeli	17	530	40	1
Micro	17	530	40	13
Sectoral	17	530	40	66
Right	17	530	40	122
Secular Centre	17	530	40	149
Left	17	530	50	109
Orthodox	17	530	50	40
Arab-Israeli	17	530	50	1
Micro	17	530	50	10
Sectoral	17	530	50	32
Right	17	530	50	88
Secular Centre	17	530	50	128
Left	17	550	10	58
Orthodox	17	550	10	1
Arab-Israeli	17	550	10	4
Micro	17	550	10	4
Sectoral	17	550	10	18
Right	17	550	10	55
Secular Centre	17	550	10	35
Left	17	570	10	169
Orthodox	17	570	10	3
Arab-Israeli	17	570	10	0
Micro	17	570	10	17
Sectoral	17	570	10	28
Right	17	570	10	28
Secular Centre	17	570	10	142
Left	17	580	10	24
Orthodox	17	580	10	0
Arab-Israeli	17	580	10	0
Micro	17	580	10	3
Sectoral	17	580	10	5
Right	17	580	10	9
Secular Centre	17	580	10	36
Left	17	590	10	1
Orthodox	17	590	10	31
Arab-Israeli	17	590	10	0
Micro	17	590	10	9
Sectoral	17	590	10	3
Right	17	590	10	71
Secular Centre	17	590	10	1
Left	17	620	10	209
Orthodox	17	620	10	1
Arab-Israeli	17	620	10	1
Micro	17	620	10	6
Sectoral	17	620	10	44
Right	17	620	10	16
Secular Centre	17	620	10	54
Left	17	630	10	81
Orthodox	17	630	10	2
Arab-Israeli	17	630	10	0
Micro	17	630	10	12
Sectoral	17	630	10	27
Right	17	630	10	57
Secular Centre	17	630	10	84
Left	17	640	10	57
Orthodox	17	640	10	69
Arab-Israeli	17	640	10	0
Micro	17	640	10	7
Sectoral	17	640	10	35
Right	17	640	10	155
Secular Centre	17	640	10	103
Left	17	650	10	21
Orthodox	17	650	10	86
Arab-Israeli	17	650	10	4
Micro	17	650	10	15
Sectoral	17	650	10	14
Right	17	650	10	88
Secular Centre	17	650	10	48
Left	17	650	20	19
Orthodox	17	650	20	82
Arab-Israeli	17	650	20	1
Micro	17	650	20	8
Sectoral	17	650	20	7
Right	17	650	20	133
Secular Centre	17	650	20	49
Left	17	660	10	211
Orthodox	17	660	10	7
Arab-Israeli	17	660	10	1
Micro	17	660	10	9
Sectoral	17	660	10	20
Right	17	660	10	17
Secular Centre	17	660	10	64
Left	17	670	10	198
Orthodox	17	670	10	0
Arab-Israeli	17	670	10	0
Micro	17	670	10	1
Sectoral	17	670	10	9
Right	17	670	10	4
Secular Centre	17	670	10	38
Left	17	690	10	188
Orthodox	17	690	10	0
Arab-Israeli	17	690	10	0
Micro	17	690	10	2
Sectoral	17	690	10	14
Right	17	690	10	1
Secular Centre	17	690	10	31
Left	17	700	10	27
Orthodox	17	700	10	28
Arab-Israeli	17	700	10	0
Micro	17	700	10	4
Sectoral	17	700	10	7
Right	17	700	10	142
Secular Centre	17	700	10	65
Left	17	700	20	82
Orthodox	17	700	20	20
Arab-Israeli	17	700	20	0
Micro	17	700	20	5
Sectoral	17	700	20	26
Right	17	700	20	66
Secular Centre	17	700	20	107
Left	17	700	30	70
Orthodox	17	700	30	60
Arab-Israeli	17	700	30	1
Micro	17	700	30	9
Sectoral	17	700	30	21
Right	17	700	30	87
Secular Centre	17	700	30	73
Left	17	700	40	30
Orthodox	17	700	40	46
Arab-Israeli	17	700	40	0
Micro	17	700	40	11
Sectoral	17	700	40	12
Right	17	700	40	99
Secular Centre	17	700	40	28
Left	17	700	50	39
Orthodox	17	700	50	68
Arab-Israeli	17	700	50	0
Micro	17	700	50	4
Sectoral	17	700	50	9
Right	17	700	50	119
Secular Centre	17	700	50	66
Left	17	700	60	27
Orthodox	17	700	60	28
Arab-Israeli	17	700	60	0
Micro	17	700	60	36
Sectoral	17	700	60	11
Right	17	700	60	170
Secular Centre	17	700	60	85
Left	17	700	70	40
Orthodox	17	700	70	42
Arab-Israeli	17	700	70	1
Micro	17	700	70	8
Sectoral	17	700	70	13
Right	17	700	70	102
Secular Centre	17	700	70	71
Left	17	700	80	15
Orthodox	17	700	80	41
Arab-Israeli	17	700	80	0
Micro	17	700	80	8
Sectoral	17	700	80	3
Right	17	700	80	55
Secular Centre	17	700	80	21
Left	17	700	90	48
Orthodox	17	700	90	79
Arab-Israeli	17	700	90	2
Micro	17	700	90	17
Sectoral	17	700	90	5
Right	17	700	90	132
Secular Centre	17	700	90	47
Left	17	700	100	36
Orthodox	17	700	100	57
Arab-Israeli	17	700	100	0
Micro	17	700	100	5
Sectoral	17	700	100	6
Right	17	700	100	88
Secular Centre	17	700	100	62
Left	17	700	110	35
Orthodox	17	700	110	68
Arab-Israeli	17	700	110	0
Micro	17	700	110	17
Sectoral	17	700	110	20
Right	17	700	110	122
Secular Centre	17	700	110	43
Left	17	700	120	31
Orthodox	17	700	120	44
Arab-Israeli	17	700	120	1
Micro	17	700	120	9
Sectoral	17	700	120	10
Right	17	700	120	78
Secular Centre	17	700	120	43
Left	17	700	130	38
Orthodox	17	700	130	82
Arab-Israeli	17	700	130	1
Micro	17	700	130	5
Sectoral	17	700	130	7
Right	17	700	130	136
Secular Centre	17	700	130	40
Left	17	700	140	52
Orthodox	17	700	140	69
Arab-Israeli	17	700	140	0
Micro	17	700	140	12
Sectoral	17	700	140	12
Right	17	700	140	122
Secular Centre	17	700	140	50
Left	17	700	150	45
Orthodox	17	700	150	103
Arab-Israeli	17	700	150	0
Micro	17	700	150	12
Sectoral	17	700	150	24
Right	17	700	150	113
Secular Centre	17	700	150	66
Left	17	700	160	22
Orthodox	17	700	160	95
Arab-Israeli	17	700	160	1
Micro	17	700	160	24
Sectoral	17	700	160	9
Right	17	700	160	75
Secular Centre	17	700	160	19
Left	17	700	170	25
Orthodox	17	700	170	75
Arab-Israeli	17	700	170	1
Micro	17	700	170	10
Sectoral	17	700	170	7
Right	17	700	170	110
Secular Centre	17	700	170	60
Left	17	700	180	17
Orthodox	17	700	180	153
Arab-Israeli	17	700	180	2
Micro	17	700	180	39
Sectoral	17	700	180	6
Right	17	700	180	53
Secular Centre	17	700	180	40
Left	17	700	190	13
Orthodox	17	700	190	54
Arab-Israeli	17	700	190	3
Micro	17	700	190	12
Sectoral	17	700	190	7
Right	17	700	190	121
Secular Centre	17	700	190	64
Left	17	700	200	43
Orthodox	17	700	200	73
Arab-Israeli	17	700	200	3
Micro	17	700	200	11
Sectoral	17	700	200	14
Right	17	700	200	116
Secular Centre	17	700	200	55
Left	17	700	210	36
Orthodox	17	700	210	51
Arab-Israeli	17	700	210	0
Micro	17	700	210	2
Sectoral	17	700	210	12
Right	17	700	210	102
Secular Centre	17	700	210	64
Left	17	700	220	46
Orthodox	17	700	220	90
Arab-Israeli	17	700	220	0
Micro	17	700	220	14
Sectoral	17	700	220	14
Right	17	700	220	106
Secular Centre	17	700	220	58
Left	17	700	230	67
Orthodox	17	700	230	26
Arab-Israeli	17	700	230	0
Micro	17	700	230	4
Sectoral	17	700	230	13
Right	17	700	230	96
Secular Centre	17	700	230	68
Left	17	700	240	46
Orthodox	17	700	240	56
Arab-Israeli	17	700	240	1
Micro	17	700	240	26
Sectoral	17	700	240	5
Right	17	700	240	73
Secular Centre	17	700	240	39
Left	17	700	250	37
Orthodox	17	700	250	59
Arab-Israeli	17	700	250	1
Micro	17	700	250	10
Sectoral	17	700	250	9
Right	17	700	250	101
Secular Centre	17	700	250	57
Left	17	700	260	33
Orthodox	17	700	260	66
Arab-Israeli	17	700	260	1
Micro	17	700	260	40
Sectoral	17	700	260	13
Right	17	700	260	173
Secular Centre	17	700	260	49
Left	17	700	270	39
Orthodox	17	700	270	92
Arab-Israeli	17	700	270	0
Micro	17	700	270	5
Sectoral	17	700	270	14
Right	17	700	270	124
Secular Centre	17	700	270	78
Left	17	700	280	29
Orthodox	17	700	280	43
Arab-Israeli	17	700	280	0
Micro	17	700	280	4
Sectoral	17	700	280	8
Right	17	700	280	74
Secular Centre	17	700	280	43
Left	17	700	290	45
Orthodox	17	700	290	83
Arab-Israeli	17	700	290	0
Micro	17	700	290	8
Sectoral	17	700	290	28
Right	17	700	290	98
Secular Centre	17	700	290	68
Left	17	700	300	8
Orthodox	17	700	300	578
Arab-Israeli	17	700	300	0
Micro	17	700	300	3
Sectoral	17	700	300	0
Right	17	700	300	12
Secular Centre	17	700	300	4
Left	17	700	310	32
Orthodox	17	700	310	96
Arab-Israeli	17	700	310	2
Micro	17	700	310	37
Sectoral	17	700	310	7
Right	17	700	310	76
Secular Centre	17	700	310	27
Left	17	700	320	0
Orthodox	17	700	320	435
Arab-Israeli	17	700	320	0
Micro	17	700	320	1
Sectoral	17	700	320	1
Right	17	700	320	3
Secular Centre	17	700	320	1
Left	17	700	330	31
Orthodox	17	700	330	155
Arab-Israeli	17	700	330	1
Micro	17	700	330	21
Sectoral	17	700	330	13
Right	17	700	330	76
Secular Centre	17	700	330	31
Left	17	700	340	20
Orthodox	17	700	340	143
Arab-Israeli	17	700	340	0
Micro	17	700	340	49
Sectoral	17	700	340	5
Right	17	700	340	75
Secular Centre	17	700	340	23
Left	17	700	350	23
Orthodox	17	700	350	96
Arab-Israeli	17	700	350	0
Micro	17	700	350	19
Sectoral	17	700	350	7
Right	17	700	350	84
Secular Centre	17	700	350	44
Left	17	700	360	59
Orthodox	17	700	360	46
Arab-Israeli	17	700	360	0
Micro	17	700	360	8
Sectoral	17	700	360	23
Right	17	700	360	84
Secular Centre	17	700	360	70
Left	17	700	370	14
Orthodox	17	700	370	93
Arab-Israeli	17	700	370	1
Micro	17	700	370	25
Sectoral	17	700	370	4
Right	17	700	370	77
Secular Centre	17	700	370	26
Left	17	700	380	45
Orthodox	17	700	380	64
Arab-Israeli	17	700	380	1
Micro	17	700	380	11
Sectoral	17	700	380	12
Right	17	700	380	73
Secular Centre	17	700	380	59
Left	17	700	390	19
Orthodox	17	700	390	70
Arab-Israeli	17	700	390	0
Micro	17	700	390	32
Sectoral	17	700	390	2
Right	17	700	390	92
Secular Centre	17	700	390	40
Left	17	700	400	35
Orthodox	17	700	400	51
Arab-Israeli	17	700	400	0
Micro	17	700	400	8
Sectoral	17	700	400	6
Right	17	700	400	81
Secular Centre	17	700	400	37
Left	17	700	410	19
Orthodox	17	700	410	116
Arab-Israeli	17	700	410	1
Micro	17	700	410	17
Sectoral	17	700	410	10
Right	17	700	410	86
Secular Centre	17	700	410	38
Left	17	700	420	20
Orthodox	17	700	420	69
Arab-Israeli	17	700	420	0
Micro	17	700	420	6
Sectoral	17	700	420	8
Right	17	700	420	82
Secular Centre	17	700	420	30
Left	17	700	430	25
Orthodox	17	700	430	38
Arab-Israeli	17	700	430	2
Micro	17	700	430	23
Sectoral	17	700	430	10
Right	17	700	430	112
Secular Centre	17	700	430	24
Left	17	700	440	1
Orthodox	17	700	440	536
Arab-Israeli	17	700	440	0
Micro	17	700	440	1
Sectoral	17	700	440	1
Right	17	700	440	2
Secular Centre	17	700	440	0
Left	17	700	450	67
Orthodox	17	700	450	26
Arab-Israeli	17	700	450	1
Micro	17	700	450	16
Sectoral	17	700	450	33
Right	17	700	450	91
Secular Centre	17	700	450	108
Left	17	700	460	34
Orthodox	17	700	460	90
Arab-Israeli	17	700	460	1
Micro	17	700	460	22
Sectoral	17	700	460	9
Right	17	700	460	105
Secular Centre	17	700	460	41
Left	17	700	470	35
Orthodox	17	700	470	73
Arab-Israeli	17	700	470	1
Micro	17	700	470	21
Sectoral	17	700	470	24
Right	17	700	470	119
Secular Centre	17	700	470	48
Left	17	700	480	31
Orthodox	17	700	480	85
Arab-Israeli	17	700	480	2
Micro	17	700	480	19
Sectoral	17	700	480	10
Right	17	700	480	91
Secular Centre	17	700	480	27
Left	17	700	490	21
Orthodox	17	700	490	74
Arab-Israeli	17	700	490	1
Micro	17	700	490	27
Sectoral	17	700	490	9
Right	17	700	490	159
Secular Centre	17	700	490	59
Left	17	700	500	32
Orthodox	17	700	500	67
Arab-Israeli	17	700	500	0
Micro	17	700	500	18
Sectoral	17	700	500	12
Right	17	700	500	94
Secular Centre	17	700	500	46
Left	17	700	510	44
Orthodox	17	700	510	117
Arab-Israeli	17	700	510	1
Micro	17	700	510	26
Sectoral	17	700	510	11
Right	17	700	510	153
Secular Centre	17	700	510	55
Left	17	700	520	25
Orthodox	17	700	520	83
Arab-Israeli	17	700	520	0
Micro	17	700	520	28
Sectoral	17	700	520	9
Right	17	700	520	67
Secular Centre	17	700	520	51
Left	17	700	530	52
Orthodox	17	700	530	135
Arab-Israeli	17	700	530	2
Micro	17	700	530	6
Sectoral	17	700	530	16
Right	17	700	530	150
Secular Centre	17	700	530	73
Left	17	700	540	33
Orthodox	17	700	540	77
Arab-Israeli	17	700	540	1
Micro	17	700	540	15
Sectoral	17	700	540	8
Right	17	700	540	120
Secular Centre	17	700	540	48
Left	17	700	550	32
Orthodox	17	700	550	99
Arab-Israeli	17	700	550	0
Micro	17	700	550	9
Sectoral	17	700	550	14
Right	17	700	550	131
Secular Centre	17	700	550	45
Left	17	700	560	59
Orthodox	17	700	560	81
Arab-Israeli	17	700	560	1
Micro	17	700	560	7
Sectoral	17	700	560	22
Right	17	700	560	123
Secular Centre	17	700	560	95
Left	17	700	570	37
Orthodox	17	700	570	99
Arab-Israeli	17	700	570	0
Micro	17	700	570	3
Sectoral	17	700	570	14
Right	17	700	570	131
Secular Centre	17	700	570	68
Left	17	700	580	18
Orthodox	17	700	580	43
Arab-Israeli	17	700	580	3
