Bloc	Knesset	Locality	Station	Votes
Left	15	310	80	59
Orthodox	15	310	80	221
Arab-Israeli	15	310	80	2
Micro	15	310	80	14
Right	15	310	80	83
Secular Centre	15	310	80	22
Sectoral	15	310	80	30
Left	15	310	90	91
Orthodox	15	310	90	185
Arab-Israeli	15	310	90	0
Micro	15	310	90	38
Right	15	310	90	77
Secular Centre	15	310	90	25
Sectoral	15	310	90	69
Left	15	310	100	32
Orthodox	15	310	100	399
Arab-Israeli	15	310	100	2
Micro	15	310	100	9
Right	15	310	100	44
Secular Centre	15	310	100	16
Sectoral	15	310	100	15
Left	15	310	110	22
Orthodox	15	310	110	429
Arab-Israeli	15	310	110	0
Micro	15	310	110	10
Right	15	310	110	67
Secular Centre	15	310	110	17
Sectoral	15	310	110	22
Left	15	310	120	25
Orthodox	15	310	120	550
Arab-Israeli	15	310	120	1
Micro	15	310	120	18
Right	15	310	120	66
Secular Centre	15	310	120	14
Sectoral	15	310	120	40
Left	15	310	130	89
Orthodox	15	310	130	237
Arab-Israeli	15	310	130	2
Micro	15	310	130	16
Right	15	310	130	122
Secular Centre	15	310	130	30
Sectoral	15	310	130	24
Left	15	310	140	80
Orthodox	15	310	140	295
Arab-Israeli	15	310	140	0
Micro	15	310	140	24
Right	15	310	140	97
Secular Centre	15	310	140	28
Sectoral	15	310	140	9
Left	15	310	150	23
Orthodox	15	310	150	233
Arab-Israeli	15	310	150	2
Micro	15	310	150	24
Right	15	310	150	59
Secular Centre	15	310	150	10
Sectoral	15	310	150	86
Left	15	310	160	86
Orthodox	15	310	160	141
Arab-Israeli	15	310	160	2
Micro	15	310	160	19
Right	15	310	160	119
Secular Centre	15	310	160	23
Sectoral	15	310	160	147
Left	15	310	170	65
Orthodox	15	310	170	136
Arab-Israeli	15	310	170	0
Micro	15	310	170	59
Right	15	310	170	118
Secular Centre	15	310	170	16
Sectoral	15	310	170	137
Left	15	310	180	39
Orthodox	15	310	180	175
Arab-Israeli	15	310	180	1
Micro	15	310	180	19
Right	15	310	180	79
Secular Centre	15	310	180	17
Sectoral	15	310	180	48
Left	15	310	190	76
Orthodox	15	310	190	126
Arab-Israeli	15	310	190	1
Micro	15	310	190	43
Right	15	310	190	139
Secular Centre	15	310	190	18
Sectoral	15	310	190	194
Left	15	310	200	56
Orthodox	15	310	200	59
Arab-Israeli	15	310	200	2
Micro	15	310	200	19
Right	15	310	200	98
Secular Centre	15	310	200	17
Sectoral	15	310	200	143
Left	15	310	210	64
Orthodox	15	310	210	71
Arab-Israeli	15	310	210	2
Micro	15	310	210	38
Right	15	310	210	89
Secular Centre	15	310	210	22
Sectoral	15	310	210	157
Left	15	310	220	59
Orthodox	15	310	220	130
Arab-Israeli	15	310	220	0
Micro	15	310	220	15
Right	15	310	220	88
Secular Centre	15	310	220	28
Sectoral	15	310	220	77
Left	15	310	260	34
Orthodox	15	310	260	95
Arab-Israeli	15	310	260	0
Micro	15	310	260	7
Right	15	310	260	62
Secular Centre	15	310	260	10
Sectoral	15	310	260	46
Left	15	320	10	8
Orthodox	15	320	10	278
Arab-Israeli	15	320	10	0
Micro	15	320	10	1
Right	15	320	10	23
Secular Centre	15	320	10	7
Sectoral	15	320	10	0
Left	15	330	10	65
Orthodox	15	330	10	22
Arab-Israeli	15	330	10	0
Micro	15	330	10	2
Right	15	330	10	34
Secular Centre	15	330	10	35
Sectoral	15	330	10	7
Left	15	350	10	206
Orthodox	15	350	10	2
Arab-Israeli	15	350	10	0
Micro	15	350	10	7
Right	15	350	10	4
Secular Centre	15	350	10	16
Sectoral	15	350	10	11
Left	15	360	10	59
Orthodox	15	360	10	103
Arab-Israeli	15	360	10	0
Micro	15	360	10	2
Right	15	360	10	58
Secular Centre	15	360	10	11
Sectoral	15	360	10	1
Left	15	370	10	4
Orthodox	15	370	10	174
Arab-Israeli	15	370	10	0
Micro	15	370	10	2
Right	15	370	10	31
Secular Centre	15	370	10	6
Sectoral	15	370	10	3
Left	15	390	10	2
Orthodox	15	390	10	124
Arab-Israeli	15	390	10	0
Micro	15	390	10	1
Right	15	390	10	42
Secular Centre	15	390	10	5
Sectoral	15	390	10	0
Left	15	410	10	103
Orthodox	15	410	10	284
Arab-Israeli	15	410	10	1
Micro	15	410	10	61
Right	15	410	10	185
Secular Centre	15	410	10	22
Sectoral	15	410	10	9
Left	15	410	20	127
Orthodox	15	410	20	259
Arab-Israeli	15	410	20	0
Micro	15	410	20	72
Right	15	410	20	144
Secular Centre	15	410	20	46
Sectoral	15	410	20	13
Left	15	430	10	164
Orthodox	15	430	10	30
Arab-Israeli	15	430	10	3
Micro	15	430	10	11
Right	15	430	10	76
Secular Centre	15	430	10	67
Sectoral	15	430	10	11
Left	15	430	20	211
Orthodox	15	430	20	13
Arab-Israeli	15	430	20	2
Micro	15	430	20	9
Right	15	430	20	77
Secular Centre	15	430	20	80
Sectoral	15	430	20	13
Left	15	440	10	45
Orthodox	15	440	10	64
Arab-Israeli	15	440	10	0
Micro	15	440	10	5
Right	15	440	10	65
Secular Centre	15	440	10	12
Sectoral	15	440	10	2
Left	15	460	10	189
Orthodox	15	460	10	235
Arab-Israeli	15	460	10	3
Micro	15	460	10	11
Right	15	460	10	120
Secular Centre	15	460	10	107
Sectoral	15	460	10	12
Left	15	460	20	77
Orthodox	15	460	20	225
Arab-Israeli	15	460	20	0
Micro	15	460	20	7
Right	15	460	20	125
Secular Centre	15	460	20	66
Sectoral	15	460	20	18
Left	15	470	10	264
Orthodox	15	470	10	25
Arab-Israeli	15	470	10	0
Micro	15	470	10	12
Right	15	470	10	84
Secular Centre	15	470	10	76
Sectoral	15	470	10	3
Left	15	470	20	366
Orthodox	15	470	20	32
Arab-Israeli	15	470	20	3
Micro	15	470	20	15
Right	15	470	20	110
Secular Centre	15	470	20	113
Sectoral	15	470	20	13
Left	15	480	10	115
Orthodox	15	480	10	70
Arab-Israeli	15	480	10	1
Micro	15	480	10	1
Right	15	480	10	111
Secular Centre	15	480	10	42
Sectoral	15	480	10	7
Left	15	480	20	109
Orthodox	15	480	20	81
Arab-Israeli	15	480	20	0
Micro	15	480	20	4
Right	15	480	20	103
Secular Centre	15	480	20	44
Sectoral	15	480	20	31
Left	15	490	10	82
Orthodox	15	490	10	8
Arab-Israeli	15	490	10	0
Micro	15	490	10	7
Right	15	490	10	71
Secular Centre	15	490	10	67
Sectoral	15	490	10	11
Left	15	500	10	253
Orthodox	15	500	10	152
Arab-Israeli	15	500	10	1
Micro	15	500	10	9
Right	15	500	10	104
Secular Centre	15	500	10	73
Sectoral	15	500	10	17
Left	15	500	20	263
Orthodox	15	500	20	169
Arab-Israeli	15	500	20	1
Micro	15	500	20	15
Right	15	500	20	109
Secular Centre	15	500	20	59
Sectoral	15	500	20	19
Left	15	520	10	34
Orthodox	15	520	10	121
Arab-Israeli	15	520	10	0
Micro	15	520	10	0
Right	15	520	10	16
Secular Centre	15	520	10	1
Sectoral	15	520	10	0
Left	15	530	10	289
Orthodox	15	530	10	115
Arab-Israeli	15	530	10	2
Micro	15	530	10	7
Right	15	530	10	99
Secular Centre	15	530	10	120
Sectoral	15	530	10	28
Left	15	530	20	91
Orthodox	15	530	20	235
Arab-Israeli	15	530	20	1
Micro	15	530	20	16
Right	15	530	20	129
Secular Centre	15	530	20	60
Sectoral	15	530	20	64
Left	15	530	30	146
Orthodox	15	530	30	173
Arab-Israeli	15	530	30	0
Micro	15	530	30	10
Right	15	530	30	138
Secular Centre	15	530	30	69
Sectoral	15	530	30	13
Left	15	530	40	182
Orthodox	15	530	40	127
Arab-Israeli	15	530	40	4
Micro	15	530	40	7
Right	15	530	40	139
Secular Centre	15	530	40	118
Sectoral	15	530	40	26
Left	15	550	10	35
Orthodox	15	550	10	51
Arab-Israeli	15	550	10	0
Micro	15	550	10	2
Right	15	550	10	81
Secular Centre	15	550	10	54
Sectoral	15	550	10	2
Left	15	570	10	370
Orthodox	15	570	10	6
Arab-Israeli	15	570	10	0
Micro	15	570	10	9
Right	15	570	10	15
Secular Centre	15	570	10	45
Sectoral	15	570	10	11
Left	15	580	10	42
Orthodox	15	580	10	3
Arab-Israeli	15	580	10	0
Micro	15	580	10	3
Right	15	580	10	20
Secular Centre	15	580	10	14
Sectoral	15	580	10	3
Left	15	590	10	0
Orthodox	15	590	10	71
Arab-Israeli	15	590	10	0
Micro	15	590	10	1
Right	15	590	10	16
Secular Centre	15	590	10	1
Sectoral	15	590	10	0
Left	15	620	10	326
Orthodox	15	620	10	1
Arab-Israeli	15	620	10	0
Micro	15	620	10	3
Right	15	620	10	10
Secular Centre	15	620	10	32
Sectoral	15	620	10	13
Left	15	630	10	126
Orthodox	15	630	10	7
Arab-Israeli	15	630	10	1
Micro	15	630	10	8
Right	15	630	10	67
Secular Centre	15	630	10	46
Sectoral	15	630	10	5
Left	15	640	10	37
Orthodox	15	640	10	205
Arab-Israeli	15	640	10	0
Micro	15	640	10	3
Right	15	640	10	131
Secular Centre	15	640	10	27
Sectoral	15	640	10	1
Left	15	650	10	82
Orthodox	15	650	10	208
Arab-Israeli	15	650	10	4
Micro	15	650	10	24
Right	15	650	10	210
Secular Centre	15	650	10	88
Sectoral	15	650	10	19
Left	15	660	10	325
Orthodox	15	660	10	2
Arab-Israeli	15	660	10	1
Micro	15	660	10	4
Right	15	660	10	6
Secular Centre	15	660	10	27
Sectoral	15	660	10	8
Left	15	670	10	222
Orthodox	15	670	10	0
Arab-Israeli	15	670	10	0
Micro	15	670	10	2
Right	15	670	10	4
Secular Centre	15	670	10	8
Sectoral	15	670	10	7
Left	15	690	10	221
Orthodox	15	690	10	0
Arab-Israeli	15	690	10	2
Micro	15	690	10	0
Right	15	690	10	1
Secular Centre	15	690	10	13
Sectoral	15	690	10	11
Left	15	700	10	120
Orthodox	15	700	10	111
Arab-Israeli	15	700	10	2
Micro	15	700	10	7
Right	15	700	10	127
Secular Centre	15	700	10	28
Sectoral	15	700	10	136
Left	15	700	20	190
Orthodox	15	700	20	73
Arab-Israeli	15	700	20	0
Micro	15	700	20	9
Right	15	700	20	91
Secular Centre	15	700	20	45
Sectoral	15	700	20	38
Left	15	700	30	115
Orthodox	15	700	30	152
Arab-Israeli	15	700	30	2
Micro	15	700	30	6
Right	15	700	30	131
Secular Centre	15	700	30	55
Sectoral	15	700	30	48
Left	15	700	40	73
Orthodox	15	700	40	141
Arab-Israeli	15	700	40	2
Micro	15	700	40	15
Right	15	700	40	79
Secular Centre	15	700	40	22
Sectoral	15	700	40	72
Left	15	700	50	84
Orthodox	15	700	50	195
Arab-Israeli	15	700	50	0
Micro	15	700	50	5
Right	15	700	50	140
Secular Centre	15	700	50	56
Sectoral	15	700	50	39
Left	15	700	60	96
Orthodox	15	700	60	153
Arab-Israeli	15	700	60	0
Micro	15	700	60	14
Right	15	700	60	115
Secular Centre	15	700	60	32
Sectoral	15	700	60	113
Left	15	700	70	81
Orthodox	15	700	70	153
Arab-Israeli	15	700	70	2
Micro	15	700	70	9
Right	15	700	70	122
Secular Centre	15	700	70	45
Sectoral	15	700	70	50
Left	15	700	80	26
Orthodox	15	700	80	120
Arab-Israeli	15	700	80	0
Micro	15	700	80	2
Right	15	700	80	34
Secular Centre	15	700	80	11
Sectoral	15	700	80	30
Left	15	700	90	92
Orthodox	15	700	90	176
Arab-Israeli	15	700	90	0
Micro	15	700	90	17
Right	15	700	90	98
Secular Centre	15	700	90	30
Sectoral	15	700	90	75
Left	15	700	100	72
Orthodox	15	700	100	134
Arab-Israeli	15	700	100	1
Micro	15	700	100	13
Right	15	700	100	117
Secular Centre	15	700	100	25
Sectoral	15	700	100	73
Left	15	700	110	78
Orthodox	15	700	110	179
Arab-Israeli	15	700	110	2
Micro	15	700	110	16
Right	15	700	110	116
Secular Centre	15	700	110	37
Sectoral	15	700	110	80
Left	15	700	120	70
Orthodox	15	700	120	135
Arab-Israeli	15	700	120	0
Micro	15	700	120	8
Right	15	700	120	87
Secular Centre	15	700	120	22
Sectoral	15	700	120	46
Left	15	700	130	60
Orthodox	15	700	130	136
Arab-Israeli	15	700	130	1
Micro	15	700	130	8
Right	15	700	130	118
Secular Centre	15	700	130	24
Sectoral	15	700	130	42
Left	15	700	140	84
Orthodox	15	700	140	183
Arab-Israeli	15	700	140	1
Micro	15	700	140	9
Right	15	700	140	106
Secular Centre	15	700	140	27
Sectoral	15	700	140	58
Left	15	700	150	88
Orthodox	15	700	150	183
Arab-Israeli	15	700	150	1
Micro	15	700	150	9
Right	15	700	150	140
Secular Centre	15	700	150	34
Sectoral	15	700	150	53
Left	15	700	160	39
Orthodox	15	700	160	199
Arab-Israeli	15	700	160	2
Micro	15	700	160	8
Right	15	700	160	92
Secular Centre	15	700	160	24
Sectoral	15	700	160	24
Left	15	700	170	74
Orthodox	15	700	170	151
Arab-Israeli	15	700	170	3
Micro	15	700	170	20
Right	15	700	170	88
Secular Centre	15	700	170	21
Sectoral	15	700	170	51
Left	15	700	180	50
Orthodox	15	700	180	259
Arab-Israeli	15	700	180	2
Micro	15	700	180	13
Right	15	700	180	76
Secular Centre	15	700	180	18
Sectoral	15	700	180	31
Left	15	700	190	61
Orthodox	15	700	190	188
Arab-Israeli	15	700	190	0
Micro	15	700	190	5
Right	15	700	190	106
Secular Centre	15	700	190	34
Sectoral	15	700	190	52
Left	15	700	200	79
Orthodox	15	700	200	154
Arab-Israeli	15	700	200	2
Micro	15	700	200	11
Right	15	700	200	96
Secular Centre	15	700	200	43
Sectoral	15	700	200	35
Left	15	700	210	72
Orthodox	15	700	210	195
Arab-Israeli	15	700	210	2
Micro	15	700	210	7
Right	15	700	210	122
Secular Centre	15	700	210	35
Sectoral	15	700	210	66
Left	15	700	220	62
Orthodox	15	700	220	181
Arab-Israeli	15	700	220	1
Micro	15	700	220	8
Right	15	700	220	107
Secular Centre	15	700	220	19
Sectoral	15	700	220	65
Left	15	700	230	140
Orthodox	15	700	230	83
Arab-Israeli	15	700	230	1
Micro	15	700	230	7
Right	15	700	230	135
Secular Centre	15	700	230	40
Sectoral	15	700	230	70
Left	15	700	240	64
Orthodox	15	700	240	159
Arab-Israeli	15	700	240	0
Micro	15	700	240	13
Right	15	700	240	87
Secular Centre	15	700	240	28
Sectoral	15	700	240	52
Left	15	700	250	70
Orthodox	15	700	250	110
Arab-Israeli	15	700	250	2
Micro	15	700	250	11
Right	15	700	250	94
Secular Centre	15	700	250	30
Sectoral	15	700	250	83
Left	15	700	260	85
Orthodox	15	700	260	116
Arab-Israeli	15	700	260	1
Micro	15	700	260	14
Right	15	700	260	127
Secular Centre	15	700	260	32
Sectoral	15	700	260	94
Left	15	700	270	99
Orthodox	15	700	270	163
Arab-Israeli	15	700	270	0
Micro	15	700	270	14
Right	15	700	270	123
Secular Centre	15	700	270	43
Sectoral	15	700	270	73
Left	15	700	280	76
Orthodox	15	700	280	101
Arab-Israeli	15	700	280	0
Micro	15	700	280	7
Right	15	700	280	101
Secular Centre	15	700	280	31
Sectoral	15	700	280	63
Left	15	700	290	100
Orthodox	15	700	290	159
Arab-Israeli	15	700	290	2
Micro	15	700	290	14
Right	15	700	290	109
Secular Centre	15	700	290	32
Sectoral	15	700	290	42
Left	15	700	300	23
Orthodox	15	700	300	475
Arab-Israeli	15	700	300	0
Micro	15	700	300	5
Right	15	700	300	33
Secular Centre	15	700	300	11
Sectoral	15	700	300	13
Left	15	700	310	58
Orthodox	15	700	310	210
Arab-Israeli	15	700	310	1
Micro	15	700	310	8
Right	15	700	310	136
Secular Centre	15	700	310	17
Sectoral	15	700	310	69
Left	15	700	320	2
Orthodox	15	700	320	642
Arab-Israeli	15	700	320	0
Micro	15	700	320	1
Right	15	700	320	10
Secular Centre	15	700	320	2
Sectoral	15	700	320	0
Left	15	700	330	69
Orthodox	15	700	330	265
Arab-Israeli	15	700	330	6
Micro	15	700	330	15
Right	15	700	330	111
Secular Centre	15	700	330	17
Sectoral	15	700	330	25
Left	15	700	340	62
Orthodox	15	700	340	258
Arab-Israeli	15	700	340	1
Micro	15	700	340	12
Right	15	700	340	132
Secular Centre	15	700	340	24
Sectoral	15	700	340	52
Left	15	700	350	61
Orthodox	15	700	350	109
Arab-Israeli	15	700	350	0
Micro	15	700	350	16
Right	15	700	350	72
Secular Centre	15	700	350	14
Sectoral	15	700	350	38
Left	15	700	360	153
Orthodox	15	700	360	150
Arab-Israeli	15	700	360	1
Micro	15	700	360	2
Right	15	700	360	125
Secular Centre	15	700	360	42
Sectoral	15	700	360	30
Left	15	700	370	65
Orthodox	15	700	370	181
Arab-Israeli	15	700	370	0
Micro	15	700	370	20
Right	15	700	370	97
Secular Centre	15	700	370	18
Sectoral	15	700	370	78
Left	15	700	390	44
Orthodox	15	700	390	130
Arab-Israeli	15	700	390	0
Micro	15	700	390	11
Right	15	700	390	119
Secular Centre	15	700	390	27
Sectoral	15	700	390	53
Left	15	700	400	94
Orthodox	15	700	400	146
Arab-Israeli	15	700	400	1
Micro	15	700	400	10
Right	15	700	400	109
Secular Centre	15	700	400	35
Sectoral	15	700	400	54
Left	15	700	410	67
Orthodox	15	700	410	203
Arab-Israeli	15	700	410	0
Micro	15	700	410	10
Right	15	700	410	114
Secular Centre	15	700	410	19
Sectoral	15	700	410	81
Left	15	700	420	50
Orthodox	15	700	420	196
Arab-Israeli	15	700	420	1
Micro	15	700	420	6
Right	15	700	420	114
Secular Centre	15	700	420	24
Sectoral	15	700	420	45
Left	15	700	430	64
Orthodox	15	700	430	80
Arab-Israeli	15	700	430	1
Micro	15	700	430	15
Right	15	700	430	144
Secular Centre	15	700	430	24
Sectoral	15	700	430	63
Left	15	700	440	0
Orthodox	15	700	440	604
Arab-Israeli	15	700	440	0
Micro	15	700	440	0
Right	15	700	440	3
Secular Centre	15	700	440	0
Sectoral	15	700	440	0
Left	15	700	450	176
Orthodox	15	700	450	80
Arab-Israeli	15	700	450	1
Micro	15	700	450	8
Right	15	700	450	91
Secular Centre	15	700	450	78
Sectoral	15	700	450	23
Left	15	700	460	86
Orthodox	15	700	460	211
Arab-Israeli	15	700	460	1
Micro	15	700	460	8
Right	15	700	460	111
Secular Centre	15	700	460	34
Sectoral	15	700	460	51
Left	15	700	470	109
Orthodox	15	700	470	169
Arab-Israeli	15	700	470	0
Micro	15	700	470	12
Right	15	700	470	115
Secular Centre	15	700	470	44
Sectoral	15	700	470	34
Left	15	700	480	65
Orthodox	15	700	480	184
Arab-Israeli	15	700	480	4
Micro	15	700	480	10
Right	15	700	480	94
Secular Centre	15	700	480	30
Sectoral	15	700	480	47
Left	15	700	490	88
Orthodox	15	700	490	161
Arab-Israeli	15	700	490	3
Micro	15	700	490	12
Right	15	700	490	136
Secular Centre	15	700	490	31
Sectoral	15	700	490	109
Left	15	700	500	58
Orthodox	15	700	500	169
Arab-Israeli	15	700	500	3
Micro	15	700	500	15
Right	15	700	500	105
Secular Centre	15	700	500	33
Sectoral	15	700	500	38
Left	15	700	510	84
Orthodox	15	700	510	170
Arab-Israeli	15	700	510	0
Micro	15	700	510	14
Right	15	700	510	182
Secular Centre	15	700	510	23
Sectoral	15	700	510	51
Left	15	700	520	82
Orthodox	15	700	520	176
Arab-Israeli	15	700	520	3
Micro	15	700	520	7
Right	15	700	520	115
Secular Centre	15	700	520	25
Sectoral	15	700	520	35
Left	15	700	530	114
Orthodox	15	700	530	253
Arab-Israeli	15	700	530	0
Micro	15	700	530	10
Right	15	700	530	119
Secular Centre	15	700	530	57
Sectoral	15	700	530	33
Left	15	700	540	98
Orthodox	15	700	540	114
Arab-Israeli	15	700	540	0
Micro	15	700	540	20
Right	15	700	540	110
Secular Centre	15	700	540	34
Sectoral	15	700	540	62
Left	15	700	550	80
Orthodox	15	700	550	246
Arab-Israeli	15	700	550	0
Micro	15	700	550	9
Right	15	700	550	171
Secular Centre	15	700	550	44
Sectoral	15	700	550	83
Left	15	700	560	92
Orthodox	15	700	560	137
Arab-Israeli	15	700	560	2
Micro	15	700	560	11
Right	15	700	560	89
Secular Centre	15	700	560	46
Sectoral	15	700	560	44
Left	15	700	570	86
Orthodox	15	700	570	274
Arab-Israeli	15	700	570	0
Micro	15	700	570	9
Right	15	700	570	151
Secular Centre	15	700	570	51
Sectoral	15	700	570	39
Left	15	700	580	76
Orthodox	15	700	580	59
Arab-Israeli	15	700	580	2
Micro	15	700	580	19
Right	15	700	580	163
Secular Centre	15	700	580	35
Sectoral	15	700	580	144
Left	15	700	590	57
Orthodox	15	700	590	306
Arab-Israeli	15	700	590	1
Micro	15	700	590	7
Right	15	700	590	95
Secular Centre	15	700	590	21
Sectoral	15	700	590	52
Left	15	700	600	49
Orthodox	15	700	600	333
Arab-Israeli	15	700	600	0
Micro	15	700	600	8
Right	15	700	600	60
Secular Centre	15	700	600	23
Sectoral	15	700	600	50
Left	15	700	610	83
Orthodox	15	700	610	134
Arab-Israeli	15	700	610	1
Micro	15	700	610	16
Right	15	700	610	109
Secular Centre	15	700	610	23
Sectoral	15	700	610	61
Left	15	700	620	19
Orthodox	15	700	620	444
Arab-Israeli	15	700	620	0
Micro	15	700	620	4
Right	15	700	620	35
Secular Centre	15	700	620	8
Sectoral	15	700	620	20
Left	15	700	630	50
Orthodox	15	700	630	196
Arab-Israeli	15	700	630	0
Micro	15	700	630	9
Right	15	700	630	92
Secular Centre	15	700	630	24
Sectoral	15	700	630	35
Left	15	700	640	72
Orthodox	15	700	640	179
Arab-Israeli	15	700	640	5
Micro	15	700	640	12
Right	15	700	640	169
Secular Centre	15	700	640	50
Sectoral	15	700	640	79
Left	15	700	660	104
Orthodox	15	700	660	188
Arab-Israeli	15	700	660	0
Micro	15	700	660	9
Right	15	700	660	133
Secular Centre	15	700	660	69
Sectoral	15	700	660	52
Left	15	700	670	69
Orthodox	15	700	670	257
Arab-Israeli	15	700	670	0
Micro	15	700	670	13
Right	15	700	670	132
Secular Centre	15	700	670	37
Sectoral	15	700	670	43
Left	15	700	680	148
Orthodox	15	700	680	140
Arab-Israeli	15	700	680	0
Micro	15	700	680	9
Right	15	700	680	136
Secular Centre	15	700	680	52
Sectoral	15	700	680	35
Left	15	700	690	48
Orthodox	15	700	690	332
Arab-Israeli	15	700	690	3
Micro	15	700	690	17
Right	15	700	690	87
Secular Centre	15	700	690	20
Sectoral	15	700	690	85
Left	15	700	700	63
Orthodox	15	700	700	111
Arab-Israeli	15	700	700	0
Micro	15	700	700	8
Right	15	700	700	77
Secular Centre	15	700	700	22
Sectoral	15	700	700	46
Left	15	700	710	57
Orthodox	15	700	710	129
Arab-Israeli	15	700	710	2
