Bloc,Knesset,Votes,Latitude,Longitude
Sectoral,20,1,32.95803,35.171969
Left,20,19,32.95803,35.171969
Orthodox,20,18,32.95803,35.171969
Arab-Israeli,20,391,32.95803,35.171969
Micro,20,18,32.95803,35.171969
Right,20,19,32.95803,35.171969
Secular Centre,20,3,32.95803,35.171969
Sectoral,20,1,32.95803,35.171969
Left,20,33,32.95803,35.171969
Orthodox,20,14,32.95803,35.171969
Arab-Israeli,20,361,32.95803,35.171969
Micro,20,3,32.95803,35.171969
Right,20,75,32.95803,35.171969
Secular Centre,20,31,32.95803,35.171969
Sectoral,20,1,32.95803,35.171969
Left,20,34,32.95803,35.171969
Orthodox,20,22,32.95803,35.171969
Arab-Israeli,20,237,32.95803,35.171969
Micro,20,6,32.95803,35.171969
Right,20,111,32.95803,35.171969
Secular Centre,20,23,32.95803,35.171969
Sectoral,20,0,32.95803,35.171969
Left,20,67,32.95803,35.171969
Orthodox,20,29,32.95803,35.171969
Arab-Israeli,20,171,32.95803,35.171969
Micro,20,0,32.95803,35.171969
Right,20,208,32.95803,35.171969
Secular Centre,20,17,32.95803,35.171969
Sectoral,20,3,32.95803,35.171969
Left,20,29,32.95803,35.171969
Orthodox,20,41,32.95803,35.171969
Arab-Israeli,20,251,32.95803,35.171969
Micro,20,12,32.95803,35.171969
Right,20,117,32.95803,35.171969
Secular Centre,20,35,32.95803,35.171969
Sectoral,20,0,32.95803,35.171969
Left,20,0,31.30139699999999,34.841655
Orthodox,20,0,31.30139699999999,34.841655
Arab-Israeli,20,35,31.30139699999999,34.841655
Micro,20,1,31.30139699999999,34.841655
Right,20,0,31.30139699999999,34.841655
Secular Centre,20,0,31.30139699999999,34.841655
Sectoral,20,0,31.30139699999999,34.841655
Left,20,19,31.103115,34.952003
Orthodox,20,4,31.103115,34.952003
Arab-Israeli,20,147,31.103115,34.952003
Micro,20,8,31.103115,34.952003
Right,20,6,31.103115,34.952003
Secular Centre,20,3,31.103115,34.952003
Sectoral,20,0,31.103115,34.952003
Left,20,20,31.103115,34.952003
Orthodox,20,4,31.103115,34.952003
Arab-Israeli,20,127,31.103115,34.952003
Micro,20,7,31.103115,34.952003
Right,20,4,31.103115,34.952003
Secular Centre,20,12,31.103115,34.952003
Sectoral,20,1,31.103115,34.952003
Left,20,30,31.103115,34.952003
Orthodox,20,5,31.103115,34.952003
Arab-Israeli,20,182,31.103115,34.952003
Micro,20,13,31.103115,34.952003
Right,20,1,31.103115,34.952003
Secular Centre,20,7,31.103115,34.952003
Sectoral,20,0,31.103115,34.952003
Left,20,21,31.103115,34.952003
Orthodox,20,2,31.103115,34.952003
Arab-Israeli,20,108,31.103115,34.952003
Micro,20,11,31.103115,34.952003
Right,20,0,31.103115,34.952003
Secular Centre,20,8,31.103115,34.952003
Sectoral,20,2,31.103115,34.952003
Left,20,4,31.103115,34.952003
Orthodox,20,3,31.103115,34.952003
Arab-Israeli,20,50,31.103115,34.952003
Micro,20,2,31.103115,34.952003
Right,20,1,31.103115,34.952003
Secular Centre,20,4,31.103115,34.952003
Sectoral,20,0,31.103115,34.952003
Left,20,18,31.2679405,34.7777367
Orthodox,20,5,31.2679405,34.7777367
Arab-Israeli,20,123,31.2679405,34.7777367
Micro,20,5,31.2679405,34.7777367
Right,20,2,31.2679405,34.7777367
Secular Centre,20,4,31.2679405,34.7777367
Sectoral,20,0,31.2679405,34.7777367
Left,20,16,31.2679405,34.7777367
Orthodox,20,3,31.2679405,34.7777367
Arab-Israeli,20,104,31.2679405,34.7777367
Micro,20,8,31.2679405,34.7777367
Right,20,2,31.2679405,34.7777367
Secular Centre,20,5,31.2679405,34.7777367
Sectoral,20,0,31.2679405,34.7777367
Left,20,10,31.2679405,34.7777367
Orthodox,20,5,31.2679405,34.7777367
Arab-Israeli,20,98,31.2679405,34.7777367
Micro,20,12,31.2679405,34.7777367
Right,20,4,31.2679405,34.7777367
Secular Centre,20,11,31.2679405,34.7777367
Sectoral,20,0,31.2679405,34.7777367
Left,20,11,31.2679405,34.7777367
Orthodox,20,3,31.2679405,34.7777367
Arab-Israeli,20,112,31.2679405,34.7777367
Micro,20,7,31.2679405,34.7777367
Right,20,0,31.2679405,34.7777367
Secular Centre,20,7,31.2679405,34.7777367
Sectoral,20,1,31.2679405,34.7777367
Left,20,8,31.2679405,34.7777367
Orthodox,20,7,31.2679405,34.7777367
Arab-Israeli,20,99,31.2679405,34.7777367
Micro,20,10,31.2679405,34.7777367
Right,20,2,31.2679405,34.7777367
Secular Centre,20,3,31.2679405,34.7777367
Sectoral,20,0,31.2679405,34.7777367
Left,20,4,31.25954,34.863897
Orthodox,20,1,31.25954,34.863897
Arab-Israeli,20,81,31.25954,34.863897
Micro,20,3,31.25954,34.863897
Right,20,2,31.25954,34.863897
Secular Centre,20,2,31.25954,34.863897
Sectoral,20,0,31.25954,34.863897
Left,20,8,31.25954,34.863897
Orthodox,20,1,31.25954,34.863897
Arab-Israeli,20,191,31.25954,34.863897
Micro,20,3,31.25954,34.863897
Right,20,6,31.25954,34.863897
Secular Centre,20,0,31.25954,34.863897
Sectoral,20,0,31.25954,34.863897
Left,20,12,31.25954,34.863897
Orthodox,20,2,31.25954,34.863897
Arab-Israeli,20,152,31.25954,34.863897
Micro,20,15,31.25954,34.863897
Right,20,0,31.25954,34.863897
Secular Centre,20,2,31.25954,34.863897
Sectoral,20,0,31.25954,34.863897
Left,20,8,31.25954,34.863897
Orthodox,20,1,31.25954,34.863897
Arab-Israeli,20,182,31.25954,34.863897
Micro,20,10,31.25954,34.863897
Right,20,2,31.25954,34.863897
Secular Centre,20,1,31.25954,34.863897
Sectoral,20,1,31.25954,34.863897
Left,20,11,31.25954,34.863897
Orthodox,20,1,31.25954,34.863897
Arab-Israeli,20,174,31.25954,34.863897
Micro,20,12,31.25954,34.863897
Right,20,0,31.25954,34.863897
Secular Centre,20,0,31.25954,34.863897
Sectoral,20,0,31.25954,34.863897
Left,20,8,31.25954,34.863897
Orthodox,20,4,31.25954,34.863897
Arab-Israeli,20,188,31.25954,34.863897
Micro,20,10,31.25954,34.863897
Right,20,0,31.25954,34.863897
Secular Centre,20,0,31.25954,34.863897
Sectoral,20,1,31.25954,34.863897
Left,20,10,31.25954,34.863897
Orthodox,20,1,31.25954,34.863897
Arab-Israeli,20,144,31.25954,34.863897
Micro,20,5,31.25954,34.863897
Right,20,1,31.25954,34.863897
Secular Centre,20,0,31.25954,34.863897
Sectoral,20,1,31.25954,34.863897
Left,20,22,32.759963,35.114601
Orthodox,20,2,32.759963,35.114601
Arab-Israeli,20,185,32.759963,35.114601
Micro,20,7,32.759963,35.114601
Right,20,3,32.759963,35.114601
Secular Centre,20,6,32.759963,35.114601
Sectoral,20,0,32.759963,35.114601
Left,20,5,32.759963,35.114601
Orthodox,20,1,32.759963,35.114601
Arab-Israeli,20,193,32.759963,35.114601
Micro,20,2,32.759963,35.114601
Right,20,1,32.759963,35.114601
Secular Centre,20,1,32.759963,35.114601
Sectoral,20,0,32.759963,35.114601
Left,20,30,32.759963,35.114601
Orthodox,20,2,32.759963,35.114601
Arab-Israeli,20,322,32.759963,35.114601
Micro,20,4,32.759963,35.114601
Right,20,3,32.759963,35.114601
Secular Centre,20,3,32.759963,35.114601
Sectoral,20,0,32.759963,35.114601
Left,20,114,32.835781,35.350442
Orthodox,20,0,32.835781,35.350442
Arab-Israeli,20,2,32.835781,35.350442
Micro,20,0,32.835781,35.350442
Right,20,34,32.835781,35.350442
Secular Centre,20,32,32.835781,35.350442
Sectoral,20,5,32.835781,35.350442
Left,20,194,32.43871,34.918828
Orthodox,20,2,32.43871,34.918828
Arab-Israeli,20,0,32.43871,34.918828
Micro,20,0,32.43871,34.918828
Right,20,101,32.43871,34.918828
Secular Centre,20,111,32.43871,34.918828
Sectoral,20,5,32.43871,34.918828
Left,20,6,33.089381,35.470338
Orthodox,20,45,33.089381,35.470338
Arab-Israeli,20,0,33.089381,35.470338
Micro,20,0,33.089381,35.470338
Right,20,155,33.089381,35.470338
Secular Centre,20,19,33.089381,35.470338
Sectoral,20,3,33.089381,35.470338
Left,20,288,31.711901,34.740369
Orthodox,20,7,31.711901,34.740369
Arab-Israeli,20,0,31.711901,34.740369
Micro,20,0,31.711901,34.740369
Right,20,67,31.711901,34.740369
Secular Centre,20,108,31.711901,34.740369
Sectoral,20,5,31.711901,34.740369
Left,20,193,32.350708,34.871229
Orthodox,20,4,32.350708,34.871229
Arab-Israeli,20,0,32.350708,34.871229
Micro,20,1,32.350708,34.871229
Right,20,57,32.350708,34.871229
Secular Centre,20,62,32.350708,34.871229
Sectoral,20,1,32.350708,34.871229
Left,20,258,32.350708,34.871229
Orthodox,20,1,32.350708,34.871229
Arab-Israeli,20,1,32.350708,34.871229
Micro,20,2,32.350708,34.871229
Right,20,46,32.350708,34.871229
Secular Centre,20,102,32.350708,34.871229
Sectoral,20,4,32.350708,34.871229
Left,20,17,32.557676,35.306412
Orthodox,20,35,32.557676,35.306412
Arab-Israeli,20,0,32.557676,35.306412
Micro,20,0,32.557676,35.306412
Right,20,200,32.557676,35.306412
Secular Centre,20,34,32.557676,35.306412
Sectoral,20,2,32.557676,35.306412
Left,20,106,31.681996,35.018821
Orthodox,20,25,31.681996,35.018821
Arab-Israeli,20,3,31.681996,35.018821
Micro,20,1,31.681996,35.018821
Right,20,189,31.681996,35.018821
Secular Centre,20,80,31.681996,35.018821
Sectoral,20,2,31.681996,35.018821
Left,20,82,32.9221847,35.0693227
Orthodox,20,5,32.9221847,35.0693227
Arab-Israeli,20,3,32.9221847,35.0693227
Micro,20,0,32.9221847,35.0693227
Right,20,10,32.9221847,35.0693227
Secular Centre,20,18,32.9221847,35.0693227
Sectoral,20,4,32.9221847,35.0693227
Left,20,247,32.2802227,34.8616962
Orthodox,20,32,32.2802227,34.8616962
Arab-Israeli,20,0,32.2802227,34.8616962
Micro,20,2,32.2802227,34.8616962
Right,20,138,32.2802227,34.8616962
Secular Centre,20,146,32.2802227,34.8616962
Sectoral,20,9,32.2802227,34.8616962
Left,20,139,32.2749523,34.8942341
Orthodox,20,29,32.2749523,34.8942341
Arab-Israeli,20,0,32.2749523,34.8942341
Micro,20,1,32.2749523,34.8942341
Right,20,151,32.2749523,34.8942341
Secular Centre,20,108,32.2749523,34.8942341
Sectoral,20,8,32.2749523,34.8942341
Left,20,309,32.335049,34.855921
Orthodox,20,5,32.335049,34.855921
Arab-Israeli,20,1,32.335049,34.855921
Micro,20,2,32.335049,34.855921
Right,20,107,32.335049,34.855921
Secular Centre,20,196,32.335049,34.855921
Sectoral,20,4,32.335049,34.855921
Left,20,287,32.265357,34.8814265
Orthodox,20,6,32.265357,34.8814265
Arab-Israeli,20,0,32.265357,34.8814265
Micro,20,4,32.265357,34.8814265
Right,20,100,32.265357,34.8814265
Secular Centre,20,148,32.265357,34.8814265
Sectoral,20,9,32.265357,34.8814265
Left,20,141,32.2683995,34.8529803
Orthodox,20,13,32.2683995,34.8529803
Arab-Israeli,20,0,32.2683995,34.8529803
Micro,20,1,32.2683995,34.8529803
Right,20,135,32.2683995,34.8529803
Secular Centre,20,127,32.2683995,34.8529803
Sectoral,20,6,32.2683995,34.8529803
Left,20,279,32.3302322,34.8557007
Orthodox,20,9,32.3302322,34.8557007
Arab-Israeli,20,2,32.3302322,34.8557007
Micro,20,1,32.3302322,34.8557007
Right,20,81,32.3302322,34.8557007
Secular Centre,20,178,32.3302322,34.8557007
Sectoral,20,6,32.3302322,34.8557007
Left,20,250,32.265357,34.8814265
Orthodox,20,8,32.265357,34.8814265
Arab-Israeli,20,0,32.265357,34.8814265
Micro,20,3,32.265357,34.8814265
Right,20,128,32.265357,34.8814265
Secular Centre,20,183,32.265357,34.8814265
Sectoral,20,1,32.265357,34.8814265
Left,20,77,32.2802227,34.8616962
Orthodox,20,30,32.2802227,34.8616962
Arab-Israeli,20,0,32.2802227,34.8616962
Micro,20,2,32.2802227,34.8616962
Right,20,175,32.2802227,34.8616962
Secular Centre,20,92,32.2802227,34.8616962
Sectoral,20,2,32.2802227,34.8616962
Left,20,251,32.265357,34.8814265
Orthodox,20,1,32.265357,34.8814265
Arab-Israeli,20,3,32.265357,34.8814265
Micro,20,3,32.265357,34.8814265
Right,20,47,32.265357,34.8814265
Secular Centre,20,101,32.265357,34.8814265
Sectoral,20,2,32.265357,34.8814265
Left,20,206,32.3464873,34.9004502
Orthodox,20,19,32.3464873,34.9004502
Arab-Israeli,20,0,32.3464873,34.9004502
Micro,20,0,32.3464873,34.9004502
Right,20,142,32.3464873,34.9004502
Secular Centre,20,134,32.3464873,34.9004502
Sectoral,20,4,32.3464873,34.9004502
Left,20,295,32.265357,34.8814265
Orthodox,20,8,32.265357,34.8814265
Arab-Israeli,20,0,32.265357,34.8814265
Micro,20,0,32.265357,34.8814265
Right,20,116,32.265357,34.8814265
Secular Centre,20,185,32.265357,34.8814265
Sectoral,20,5,32.265357,34.8814265
Left,20,208,32.2749523,34.8942341
Orthodox,20,3,32.2749523,34.8942341
Arab-Israeli,20,2,32.2749523,34.8942341
Micro,20,0,32.2749523,34.8942341
Right,20,64,32.2749523,34.8942341
Secular Centre,20,76,32.2749523,34.8942341
Sectoral,20,3,32.2749523,34.8942341
Left,20,43,32.2802227,34.8616962
Orthodox,20,22,32.2802227,34.8616962
Arab-Israeli,20,0,32.2802227,34.8616962
Micro,20,0,32.2802227,34.8616962
Right,20,223,32.2802227,34.8616962
Secular Centre,20,63,32.2802227,34.8616962
Sectoral,20,12,32.2802227,34.8616962
Left,20,248,32.265357,34.8814265
Orthodox,20,16,32.265357,34.8814265
Arab-Israeli,20,0,32.265357,34.8814265
Micro,20,1,32.265357,34.8814265
Right,20,62,32.265357,34.8814265
Secular Centre,20,108,32.265357,34.8814265
Sectoral,20,7,32.265357,34.8814265
Left,20,241,32.265357,34.8814265
Orthodox,20,1,32.265357,34.8814265
Arab-Israeli,20,1,32.265357,34.8814265
Micro,20,2,32.265357,34.8814265
Right,20,77,32.265357,34.8814265
Secular Centre,20,124,32.265357,34.8814265
Sectoral,20,2,32.265357,34.8814265
Left,20,28,33.075143,35.295219
Orthodox,20,34,33.075143,35.295219
Arab-Israeli,20,0,33.075143,35.295219
Micro,20,0,33.075143,35.295219
Right,20,101,33.075143,35.295219
Secular Centre,20,31,33.075143,35.295219
Sectoral,20,4,33.075143,35.295219
Left,20,86,31.7625,35.134991
Orthodox,20,16,31.7625,35.134991
Arab-Israeli,20,0,31.7625,35.134991
Micro,20,2,31.7625,35.134991
Right,20,201,31.7625,35.134991
Secular Centre,20,64,31.7625,35.134991
Sectoral,20,10,31.7625,35.134991
Left,20,8,31.6687885,34.5742523
Orthodox,20,143,31.6687885,34.5742523
Arab-Israeli,20,0,31.6687885,34.5742523
Micro,20,1,31.6687885,34.5742523
Right,20,348,31.6687885,34.5742523
Secular Centre,20,17,31.6687885,34.5742523
Sectoral,20,2,31.6687885,34.5742523
Left,20,4,32.824808,35.765777
Orthodox,20,50,32.824808,35.765777
Arab-Israeli,20,0,32.824808,35.765777
Micro,20,2,32.824808,35.765777
Right,20,207,32.824808,35.765777
Secular Centre,20,14,32.824808,35.765777
Sectoral,20,8,32.824808,35.765777
Left,20,1,32.321458,34.853196
Orthodox,20,132,32.321458,34.853196
Arab-Israeli,20,0,32.321458,34.853196
Micro,20,1,32.321458,34.853196
Right,20,395,32.321458,34.853196
Secular Centre,20,9,32.321458,34.853196
Sectoral,20,1,32.321458,34.853196
Left,20,2,32.321458,34.853196
Orthodox,20,41,32.321458,34.853196
Arab-Israeli,20,0,32.321458,34.853196
Micro,20,0,32.321458,34.853196
Right,20,145,32.321458,34.853196
Secular Centre,20,5,32.321458,34.853196
Sectoral,20,1,32.321458,34.853196
Left,20,22,31.2674088,34.7669839
Orthodox,20,2,31.2674088,34.7669839
Arab-Israeli,20,0,31.2674088,34.7669839
Micro,20,2,31.2674088,34.7669839
Right,20,79,31.2674088,34.7669839
Secular Centre,20,25,31.2674088,34.7669839
Sectoral,20,8,31.2674088,34.7669839
Left,20,25,31.552219,35.017634
Orthodox,20,19,31.552219,35.017634
Arab-Israeli,20,0,31.552219,35.017634
Micro,20,0,31.552219,35.017634
Right,20,99,31.552219,35.017634
Secular Centre,20,29,31.552219,35.017634
Sectoral,20,4,31.552219,35.017634
Left,20,2,32.54894100000001,35.271637
Orthodox,20,67,32.54894100000001,35.271637
Arab-Israeli,20,0,32.54894100000001,35.271637
Micro,20,0,32.54894100000001,35.271637
Right,20,79,32.54894100000001,35.271637
Secular Centre,20,11,32.54894100000001,35.271637
Sectoral,20,1,32.54894100000001,35.271637
Left,20,87,33.078842,35.20951
Orthodox,20,0,33.078842,35.20951
Arab-Israeli,20,12,33.078842,35.20951
Micro,20,4,33.078842,35.20951
Right,20,21,33.078842,35.20951
Secular Centre,20,23,33.078842,35.20951
Sectoral,20,13,33.078842,35.20951
Left,20,21,31.659715,34.99444
Orthodox,20,36,31.659715,34.99444
Arab-Israeli,20,1,31.659715,34.99444
Micro,20,3,31.659715,34.99444
Right,20,281,31.659715,34.99444
Secular Centre,20,36,31.659715,34.99444
Sectoral,20,3,31.659715,34.99444
Left,20,348,32.266865,34.846995
Orthodox,20,6,32.266865,34.846995
Arab-Israeli,20,0,32.266865,34.846995
Micro,20,1,32.266865,34.846995
Right,20,91,32.266865,34.846995
Secular Centre,20,134,32.266865,34.846995
Sectoral,20,8,32.266865,34.846995
Left,20,34,32.9671504,35.5107455
Orthodox,20,0,32.9671504,35.5107455
Arab-Israeli,20,0,32.9671504,35.5107455
Micro,20,0,32.9671504,35.5107455
Right,20,17,32.9671504,35.5107455
Secular Centre,20,24,32.9671504,35.5107455
Sectoral,20,5,32.9671504,35.5107455
Left,20,67,31.238436,34.431893
Orthodox,20,9,31.238436,34.431893
Arab-Israeli,20,2,31.238436,34.431893
Micro,20,0,31.238436,34.431893
Right,20,72,31.238436,34.431893
Secular Centre,20,34,31.238436,34.431893
Sectoral,20,2,31.238436,34.431893
Left,20,1,32.4340458,34.9196518
Orthodox,20,1,32.4340458,34.9196518
Arab-Israeli,20,263,32.4340458,34.9196518
Micro,20,1,32.4340458,34.9196518
Right,20,0,32.4340458,34.9196518
Secular Centre,20,0,32.4340458,34.9196518
Sectoral,20,0,32.4340458,34.9196518
Left,20,12,32.4340458,34.9196518
Orthodox,20,0,32.4340458,34.9196518
Arab-Israeli,20,440,32.4340458,34.9196518
Micro,20,4,32.4340458,34.9196518
Right,20,1,32.4340458,34.9196518
Secular Centre,20,0,32.4340458,34.9196518
Sectoral,20,0,32.4340458,34.9196518
Left,20,6,32.4340458,34.9196518
Orthodox,20,5,32.4340458,34.9196518
Arab-Israeli,20,430,32.4340458,34.9196518
Micro,20,0,32.4340458,34.9196518
Right,20,0,32.4340458,34.9196518
Secular Centre,20,0,32.4340458,34.9196518
Sectoral,20,0,32.4340458,34.9196518
Left,20,10,32.4340458,34.9196518
Orthodox,20,0,32.4340458,34.9196518
Arab-Israeli,20,412,32.4340458,34.9196518
Micro,20,2,32.4340458,34.9196518
Right,20,2,32.4340458,34.9196518
Secular Centre,20,0,32.4340458,34.9196518
Sectoral,20,0,32.4340458,34.9196518
Left,20,4,32.4340458,34.9196518
Orthodox,20,1,32.4340458,34.9196518
Arab-Israeli,20,345,32.4340458,34.9196518
Micro,20,1,32.4340458,34.9196518
Right,20,2,32.4340458,34.9196518
Secular Centre,20,1,32.4340458,34.9196518
Sectoral,20,0,32.4340458,34.9196518
Left,20,2,32.4945148,35.0899083
Orthodox,20,1,32.4945148,35.0899083
Arab-Israeli,20,364,32.4945148,35.0899083
Micro,20,4,32.4945148,35.0899083
Right,20,1,32.4945148,35.0899083
Secular Centre,20,4,32.4945148,35.0899083
Sectoral,20,0,32.4945148,35.0899083
Left,20,4,32.4340458,34.9196518
Orthodox,20,0,32.4340458,34.9196518
Arab-Israeli,20,251,32.4340458,34.9196518
Micro,20,0,32.4340458,34.9196518
Right,20,0,32.4340458,34.9196518
Secular Centre,20,1,32.4340458,34.9196518
Sectoral,20,0,32.4340458,34.9196518
Left,20,6,32.4340458,34.9196518
Orthodox,20,2,32.4340458,34.9196518
Arab-Israeli,20,335,32.4340458,34.9196518
Micro,20,2,32.4340458,34.9196518
Right,20,1,32.4340458,34.9196518
Secular Centre,20,0,32.4340458,34.9196518
Sectoral,20,0,32.4340458,34.9196518
Left,20,9,32.517127,35.148529
Orthodox,20,0,32.517127,35.148529
Arab-Israeli,20,414,32.517127,35.148529
Micro,20,0,32.517127,35.148529
Right,20,1,32.517127,35.148529
Secular Centre,20,0,32.517127,35.148529
Sectoral,20,0,32.517127,35.148529
Left,20,34,32.4340458,34.9196518
Orthodox,20,1,32.4340458,34.9196518
Arab-Israeli,20,401,32.4340458,34.9196518
Micro,20,0,32.4340458,34.9196518
Right,20,1,32.4340458,34.9196518
Secular Centre,20,0,32.4340458,34.9196518
Sectoral,20,0,32.4340458,34.9196518
Left,20,3,32.4340458,34.9196518
Orthodox,20,0,32.4340458,34.9196518
Arab-Israeli,20,405,32.4340458,34.9196518
Micro,20,2,32.4340458,34.9196518
Right,20,1,32.4340458,34.9196518
Secular Centre,20,0,32.4340458,34.9196518
Sectoral,20,0,32.4340458,34.9196518
Left,20,7,32.4771359,34.9684838
Orthodox,20,0,32.4771359,34.9684838
Arab-Israeli,20,392,32.4771359,34.9684838
Micro,20,0,32.4771359,34.9684838
Right,20,0,32.4771359,34.9684838
Secular Centre,20,0,32.4771359,34.9684838
Sectoral,20,0,32.4771359,34.9684838
Left,20,6,32.4771359,34.9684838
Orthodox,20,0,32.4771359,34.9684838
Arab-Israeli,20,376,32.4771359,34.9684838
Micro,20,1,32.4771359,34.9684838
Right,20,0,32.4771359,34.9684838
Secular Centre,20,0,32.4771359,34.9684838
Sectoral,20,0,32.4771359,34.9684838
Left,20,6,32.4379658,34.9134404
Orthodox,20,0,32.4379658,34.9134404
Arab-Israeli,20,317,32.4379658,34.9134404
Micro,20,0,32.4379658,34.9134404
Right,20,0,32.4379658,34.9134404
Secular Centre,20,2,32.4379658,34.9134404
Sectoral,20,0,32.4379658,34.9134404
Left,20,7,32.4340458,34.9196518
Orthodox,20,0,32.4340458,34.9196518
Arab-Israeli,20,517,32.4340458,34.9196518
Micro,20,6,32.4340458,34.9196518
Right,20,1,32.4340458,34.9196518
Secular Centre,20,0,32.4340458,34.9196518
Sectoral,20,1,32.4340458,34.9196518
Left,20,5,32.516014,35.144618
Orthodox,20,1,32.516014,35.144618
Arab-Israeli,20,298,32.516014,35.144618
Micro,20,4,32.516014,35.144618
Right,20,2,32.516014,35.144618
Secular Centre,20,0,32.516014,35.144618
Sectoral,20,0,32.516014,35.144618
Left,20,2,32.516014,35.144618
Orthodox,20,0,32.516014,35.144618
Arab-Israeli,20,427,32.516014,35.144618
Micro,20,3,32.516014,35.144618
Right,20,1,32.516014,35.144618
Secular Centre,20,0,32.516014,35.144618
Sectoral,20,0,32.516014,35.144618
Left,20,8,32.4340458,34.9196518
Orthodox,20,0,32.4340458,34.9196518
Arab-Israeli,20,443,32.4340458,34.9196518
Micro,20,8,32.4340458,34.9196518
Right,20,1,32.4340458,34.9196518
Secular Centre,20,1,32.4340458,34.9196518
Sectoral,20,0,32.4340458,34.9196518
Left,20,35,32.516014,35.144618
